place_id,name,info,opentime,lat,lon,address,category,phone,label,station,average_score,thumbnail,score_count
15,가야한방밀면,,매일오전 10시 - 오후 8시,35.1603975,129.0594617,부산광역시 부산진구 부전동 265-6,1,051-802-6888,밀면,서면역 15번 출구에서241m,4.57,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59646/57472/59646_57472_86_0_5098_2017132221980.jpg,29
16,본가가야밀면,,매일오전 9시 - 오후 7시,35.1336596,129.100723,부산광역시 남구 대연동 513-7,1,051-624-3222,밀면,,0,,0
17,역전할머니맥주 부산서동점,,"월-금,토오후 5시 - 오전 3시|일요일오후 5시 - 오전 2시",35.2148321,129.1068985,부산광역시 금정구 서동 205-1,1,051-523-0855,술집,서동역 3번 출구에서273m,4.18,,17
18,족장의칼 안락점,,"월-금,토오전 11시 30분 - 오후 10시 30분|휴무일매주 일요일",35.1957457,129.1041107,부산광역시 동래구 안락동 603-8,1,051-531-3577,한식,안락역 2번 출구에서462m,4.86,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/55091/58205/55091_58205_80_0_8766_201722744519175.jpg,7
19,가미,,"월-금,토오후 6시 - 오후 10시|휴무일매주 일요일",35.1676138,129.1311574,부산광역시 해운대구 우동 1520 롯데갤러리움,1,051-746-5252,일식,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220124022342_photo1_d866ef883f79.jpg,0
20,모던테이블,,매일정오 12시 - 오후 11시,35.153893,129.0616361,부산광역시 부산진구 부전동 220-1,1,051-809-0301,카페,전포역 5번 출구에서398m,4.59,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211220061825_photo1_3dcdb64cfd98.jpg,41
21,빛날빈,,"월,수,목,금,토/일오후 5시 - 오전 1시|휴무일매주 화요일",35.0994062,129.0323523,"부산광역시 중구 광복동2가 2-86 1, 2층",1,051-242-9924,이자카야,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211017100753122_photo_wP3KozDlpWwg.jpg,0
22,어반테이블,,"매일오전 9시 - 오후 10시                                            (월~목)|금,토/일오전 9시 - 오후 10시 30분",35.0856695,128.9100498,부산광역시 강서구 명지동 3260-4,1,051-941-1888,제과점,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190719125040343_photo_ccb184abf644.jpg,0
23,홈팝참치 서동점,,월-금오후 5시 - 오전 2시,35.2147782,129.1060872,부산광역시 금정구 서동 204-13,1,051-529-3782,회,서동역 3번 출구에서366m,4.4,,5
24,문현곱창,,매일오후 4시 30분 - 오후 11시 30분                                            (매주 넷째주 일요일 휴무),35.076905,128.9775838,부산광역시 사하구 장림동 307,1,051-264-5715,곱창,신장림역 4번 출구에서127m,4.8,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/51626/59341/51626_59341__9104974.jpg,10
25,옆집아줌마,,"월-금,토오후 4시 30분 - 오전 1시|휴무일매주 일요일",35.1926619,129.1034453,부산광역시 동래구 안락동 243-1,1,051-527-0949,술집,안락역 1번 출구에서633m,4.63,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56469/51744/56469_51744_86_0_3305_2018111255827978.jpg,27
26,쪽닭,,"월-금,토오전 11시 - 오후 10시|휴무일매주 일요일",35.2085722,129.0332424,부산광역시 북구 만덕동 835-38,1,051-969-9293,한식,만덕역 3번 출구에서714m,0,,0
27,영호회집,,,35.0957454,129.0248307,부산광역시 서구 충무동1가 14-30,1,,한식,자갈치역 2번 출구에서125m,5,,1
28,오륙도낙지,,매일오전 11시 - 오후 9시,35.1364052,129.0555429,부산광역시 동구 범일동 181-1,1,051-638-1589,낙지/낙곱새,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211009120149_photo1_c3f64c631dc5.jpg,0
29,황궁쟁반짜장,,매일오전 11시 - 오후 9시,35.2319811,129.1555683,부산광역시 해운대구 반송동 40-573,1,051-545-1177,중식,윗반송역 4번 출구에서131m,4.89,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52667/57470/52667_57470_86_0_6142_2018417225325538.jpg,22
30,원향루,,"월-목,토/일오전 9시 - 오후 9시|휴무일매주 금요일",35.1094458,128.9671159,부산광역시 사하구 하단동 510-1,1,051-208-2584,한식,,0,,0
31,또순이실비,,,35.0974279,128.9943527,부산광역시 사하구 괴정동 954-5,1,051-208-8456,술집,,0,,0
32,오케이조개구이,,매일오후 4시 - 오전 1시 30분,35.2098937,129.0753737,부산광역시 동래구 온천동 707-1,1,051-558-2641,한식,명륜역 5번 출구에서550m,4.86,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58195/50486/58195_50486_86_0_560_201811982235485.jpg,43
33,맘스터치 부산대청점,,월-금오전 11시 - 오후 10시,35.1027497,129.0300998,부산광역시 중구 대청동2가 22-6,1,051-245-1836,치킨,,0,,0
34,하삼동커피 자갈치역점,,월-금오전 7시 30분 - 오후 10시|토/일오전 8시 - 오후 10시,35.0970186,129.0246734,부산광역시 서구 충무동1가 7-5,1,051-244-3213,카페,자갈치역 1번 출구에서18m,5,,1
35,겐로쿠우동 부산대점,,매일오전 11시 30분 - 오후 9시 30분,35.2311449,129.0862299,부산광역시 금정구 장전동 421-1,1,051-515-1126,일식,부산대역 3번 출구에서313m,4.73,,48
36,만복국수집 대연점,,매일오후 4시 - 오전 2시                                            (사회적거리두기기간22:00),35.1339337,129.0921494,부산광역시 남구 대연동 1738-5,1,051-612-1312,한식,대연역 3번 출구에서143m,4.62,,28
37,락빈칼국수,,매일오전 11시 - 오후 9시,35.1443924,128.9877685,부산광역시 사상구 학장동 387-2,1,051-463-0202,한식,,4.7,,32
38,메가커피 개금점,,매일오전 8시 30분 - 오후 9시,35.1528698,129.0245862,부산광역시 부산진구 개금동 171-121,1,051-893-5000,카페,개금역 1번 출구에서289m,4.17,,83
39,카페브루벡,,"월-금,토정오 12시 - 오후 10시|휴무일매주 일요일",35.1784611,129.071061,부산광역시 연제구 거제동 500-26,1,051-867-9199,카페,거제해맞이역 3번 출구에서435m,4.27,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57512/57768/57512_57768_80_0_9291_201722621489541.jpg,26
40,스시투어 경성대점,,매일오전 11시 - 오후 10시,35.13767,129.1017052,부산광역시 남구 대연동 54-5 리마크빌 지하 1층 B104호,1,051-625-8089,회,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210613123235_photo4_6b8cf70e0d4c.jpg,0
41,제주흑도야지,,,35.1538275,129.0189723,부산광역시 부산진구 개금동 478-8,1,051-891-9292,고기,개금역 4번 출구에서242m,4.88,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210604074427_photo2_9824db2b7cd9.jpg,4
42,이디야커피 부산신만덕점,,월-금오전 8시 30분 - 오후 11시|토/일오전 9시 30분 - 오후 11시,35.2097536,129.0365511,부산광역시 북구 만덕동 287-2,1,051-336-3800,카페,만덕역 1번 출구에서419m,4.64,,59
43,바리스트로 명지더샵점,,"월,수,목,금오전 8시 - 오후 9시|화,토/일오전 9시 - 오후 9시",35.107921,128.9266295,부산광역시 강서구 명지동 3594,1,051-981-4500,카페,,5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211226104057459_photo_43fde11766ba.jpg,5
44,하노이쌀국수먹을래,,매일오전 10시 30분 - 오후 10시,35.1724122,128.9841147,부산광역시 사상구 덕포동 416-29,1,,한식,덕포역 2번 출구에서116m,0,,0
45,그집짬뽕927 양정점,,매일오전 11시 - 오후 9시,35.1696605,129.0699884,부산광역시 부산진구 양정동 362-7,1,051-992-5297,중식,양정역 2번 출구에서412m,4.66,,85
46,뜨락쌈전문점,,월-금오전 11시 - 오후 10시,35.1553271,129.0560661,부산광역시 부산진구 부전동 519-36,1,051-806-9098,한식,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/54692/50090/54692_50090_84_3_1554_2013111912011119.jpg,0
47,만디호프,,,35.1079371,129.0304393,부산광역시 중구 대청동4가 2-155,1,,술집,중앙역 17번 출구에서911m,3.83,,6
48,인생닭강정 온천장역점,,"화,수,목,금,토/일오후 3시 - 오후 10시 30분|휴무일매주 월요일",35.2206673,129.0871359,부산광역시 금정구 부곡동 873-35,1,051-518-4543,치킨,,0,,0
49,애돈촌돼지국밥,,,35.1773522,129.0765774,부산광역시 연제구 연산동 867-51,1,051-851-2677,한식,시청역 2번 출구에서191m,4.96,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210723093057202_photo_60d831ce2f5c.jpg,13
50,바보돼지두마리,,매일오전 11시 - 오후 11시 30분,35.1053636,128.9757495,부산광역시 사하구 당리동 85-3,1,051-292-9122,한식,당리역 3번 출구에서362m,4.55,,10
51,영동횟집,,,35.1556979,129.1242437,부산광역시 수영구 민락동 181-13,1,051-753-2437,회,,4,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59338/55988/59338_55988_89_0_8903_20169200225972.jpg,3
52,스타벅스,,"월-금,토오전 7시 - 오후 10시|일요일오전 9시 - 오후 6시",35.1371554,129.1007053,부산광역시 남구 대연동 55-1,1,1522-3232,카페,경성대.부경대역 3번 출구에서10m,4.67,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20191016110001479_photo_64d5f85d59a6.jpg,3
53,국수명가,,매일오전 11시 - 오후 8시,35.1783761,129.1219704,부산광역시 해운대구 재송동 1200,1,051-755-9500,한식,센텀역 2번 출구에서558m,4.15,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200106052323_photo1_78067db6e0c9.jpg,13
54,카페모심,,"월,화,목,금오전 7시 30분 - 오후 9시|수,토/일오전 9시 - 오후 9시",35.1016908,129.0182243,부산광역시 서구 아미동2가 15-7,1,,카페,토성역 2번 출구에서174m,4.67,,9
55,만복국수집,,매일오후 3시 - 오전 3시,35.163484,128.9847634,부산광역시 사상구 괘법동 535-14,1,051-313-9919,한식,사상역 6번 출구에서134m,4.29,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52657/58126/52657_58126_76_0_5093_201674161921523.jpg,21
56,해림촌횟집,,매일오전 11시 - 오후 10시,35.2093543,129.1029638,부산광역시 동래구 명장동 321-9,1,051-532-7658,회,명장역 3번 출구에서528m,4.64,,7
57,몰타,,"월-목,일오후 5시 - 오전 1시|금,토오후 5시 - 오전 2시",35.2332725,129.0865878,부산광역시 금정구 장전동 390-9 2층,1,,술집,,0,,0
58,BHC치킨,,,35.2390538,129.0240141,부산광역시 북구 화명동 2324,1,051-342-5592,치킨,수정역 2번 출구에서27m,4.46,,90
59,청아대,,,35.1875194,129.0800559,부산광역시 연제구 연산동 1127-2,1,051-852-7604,한식,연산역 5번 출구에서191m,0,,0
60,동성루,,매일오전 11시 - 오후 8시,35.1969733,129.0877854,부산광역시 동래구 수안동 38-40,1,051-555-0451,중식,동래역 3번 출구에서512m,4.32,,17
61,떡볶이참잘하는집 떡참 부산대신점,,매일오전 11시 - 오후 11시,35.1084328,129.0173144,부산광역시 서구 서대신동1가 50-7,1,051-247-3233,분식,동대신역 8번 출구에서260m,4,,2
62,대패생각 다대점,,,35.0556365,128.9674986,부산광역시 사하구 다대동 1582-10,1,051-265-6692,고기,낫개역 4번 출구에서537m,4.8,,38
63,대풍기계밀면,,"월,수,목,금,토/일오전 10시 - 오후 9시|휴무일매주 화요일",35.1686758,129.1773978,부산광역시 해운대구 좌동 1480-1,1,051-703-6667,밀면,장산역 9번 출구에서139m,4.41,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59362/50788/59362_50788_86_0_2415_20161121193156729.jpg,27
64,복수가게,,"수-금,토오전 11시 - 자정 12시|휴무일매주 월,화,일",35.2374999,129.0855873,부산광역시 금정구 장전동 155-17,1,070-8866-4186,카페,장전역 3번 출구에서350m,4.79,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210618031931_photo1_824908e9b4f8.jpg,17
65,강대감손칼국수,,,35.2090949,129.0033574,부산광역시 북구 구포동 598-9,1,051-334-3158,한식,덕천역 3번 출구에서212m,4.29,,41
66,원제면소,,"월-목오전 11시 - 오후 10시|금,토오전 11시 - 자정 12시|쉬는시간 매주 월-목오후 2시 30분 - 오후 4시 30분|휴무일매주 일요일",35.1302368,129.04871,부산광역시 동구 수정동 227-20,1,051-466-7889,한식,부산진역 7번 출구에서368m,4.94,,18
67,해초과메기 양정점,,매일오후 2시 - 자정 12시,35.1741062,129.07719,부산광역시 부산진구 양정동 90-8,1,051-715-6979,한식,양정역 4번 출구에서627m,4.5,,1
68,토북베이커리,,월-금오전 10시 - 오후 10시|토/일오전 9시 - 오후 10시,35.11187,128.8778727,부산광역시 강서구 화전동 553-3,1,051-941-9989,카페,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220126081221_photo9_d13cdfea026e.jpg,0
69,써브웨이 부산역점,,매일오전 9시 - 오후 7시,35.1170576,129.0436878,부산광역시 동구 초량동 1187-1,1,070-4090-3721,제과점,초량역 4번 출구에서522m,3.87,,34
70,덕천복집,,매일오전 10시 - 오후 10시,35.2124919,129.0094663,부산광역시 북구 덕천동 345-9,1,051-334-5454,기타,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58708/55938/58708_55938_80_0_3112_201841819649341.jpg,0
71,까치생숯불구이,,"화,수,목,금,토/일오후 4시 - 오후 10시|휴무일매주 월요일",35.0556365,128.9674986,부산광역시 사하구 다대동 626,1,051-265-9997,고기,다대포항역 2번 출구에서289m,4.3,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56119/56899/56119_56899_85_0_9213_2014103017585128.jpg,44
72,드렁큰고양이,,매일오후 5시 30분 - 오전 3시,35.1352974,129.0996368,부산광역시 남구 대연동 63-11,1,,술집,경성대.부경대역 5번 출구에서235m,5,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/54021/58079/54021_58079__18822068.jpg,1
73,밀러타임 동래점,,,35.2053967,129.0796249,부산광역시 동래구 명륜동 540-3,1,051-552-0711,술집,동래역 2번 출구에서108m,4.14,,18
74,차선책,,매일오전 11시 - 오후 10시,35.1547291,129.1199445,부산광역시 수영구 민락동 179-11,1,,카페,광안역 3번 출구에서755m,4.36,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211222062717_photo1_1559c67e6a15.jpg,7
75,초량낙지볶음,,,35.1180671,129.0427496,부산광역시 동구 초량동 1195-6,1,051-464-9978,낙지/낙곱새,초량역 2번 출구에서156m,4.33,,9
76,해월,,매일오전 11시 - 오후 10시|쉬는시간 매일오후 3시 - 오후 4시 30분,35.2175667,129.076537,부산광역시 동래구 온천동 307-1,1,051-553-9876,밀면,명륜역 5번 출구에서824m,5,,3
77,산호장횟집앤조개구이,,매일오전 10시 - 오후 10시,35.0556365,128.9674986,부산광역시 사하구 다대동 468-16,1,051-261-1804,회,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57657/58154/57657_58154_80_0_4492_201842818348716.jpg,0
78,이차돌 부산구서점,,매일정오 12시 - 오후 10시,35.2468799,129.0890625,부산광역시 금정구 구서동 87-26,1,051-582-7942,고기,구서역 1번 출구에서204m,0,,0
79,박가네순두부,,"월,수,목,금,토/일오전 9시 - 오후 9시|휴무일매주 화요일",35.0807823,128.8762248,부산광역시 강서구 신호동 306-11,1,051-971-8820,한식,,4.38,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210201123905774_photo_dba0cd1058af.jpg,59
80,영커피 남포동점,,매일오전 9시 - 오전 3시,35.0986567,129.0320884,부산광역시 중구 남포동2가 12-2,1,051-257-0045,카페,남포역 1번 출구에서221m,4.69,,27
81,통큰노가리 본점,,매일오후 6시 - 오전 2시,35.2581833,129.0867378,부산광역시 금정구 구서동 653-20,1,,술집,두실역 7번 출구에서466m,0,,0
82,해목,,매일오전 11시 - 오후 10시|쉬는시간 매일오후 3시 - 오후 5시,35.1617421,129.1597712,부산광역시 해운대구 우동 542-30,1,051-746-3730,일식,해운대역 5번 출구에서233m,5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220228093923422_photo_bb3c827ca272.jpg,2
83,허그맘,,,35.0997151,129.0181033,부산광역시 서구 아미동2가 67-65,1,051-255-5575,분식,토성역 8번 출구에서130m,4.07,,34
84,스타벅스 자갈치역점,,매일오전 8시 - 오후 9시,35.0983776,129.0297158,부산광역시 중구 남포동5가 8-1,1,1522-3232,카페,자갈치역 7번 출구에서204m,4.5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211201013706258_photo_dea771de1115.jpg,12
85,남산커피,,월-금오전 9시 - 오후 8시 30분|토요일오전 11시 - 오후 8시|휴무일매주 일요일,35.2687671,129.0889476,부산광역시 금정구 남산동 332-15,1,,카페,남산역 7번 출구에서553m,4.7,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210815115739198_photo_883162b11a7a.jpg,10
86,착한낙지,,매일오전 10시 - 오후 10시,35.226451,129.0104037,부산광역시 북구 화명동 977-8,1,051-331-7070,낙지/낙곱새,수정역 3번 출구에서350m,4.42,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200710031019_photo1_a6c7a704a1f6.jpg,73
87,맘스터치 덕두점,,매일오전 10시 30분 - 오후 10시,35.1778063,128.9576555,부산광역시 강서구 대저2동 1991-1,1,051-971-8963,치킨,덕두역 2번 출구에서615m,4.49,,72
88,나유타 카페,,"월-금,토정오 12시 - 오후 8시|쉬는시간 매주 월-금,토오후 3시 - 오후 5시",35.2374999,129.0855873,부산광역시 금정구 장전동 155-17,1,,기타,장전역 3번 출구에서350m,5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190731123851_photo1_bc30be366136.jpg,1
89,커피이루카,,"월,화,목,금오전 7시 30분 - 오후 6시|휴무일매주 토/일",35.1231253,129.0445848,부산광역시 동구 초량동 1158-8,1,051-468-4654,카페,초량역 12번 출구에서211m,5,,2
90,오늘김해뒷고기,,매일오후 2시 - 오전 1시                                            (밤11시30분까지 오셔야합니다),35.1371069,129.1044486,부산광역시 남구 대연동 43-60 1층,1,,고기,,0,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190901150158_photo1_wP3KozDlpWwg.jpg,0
91,란스시,,"월-금,토오후 4시 - 오전 2시|휴무일매주 일요일",35.154522,129.0549406,부산광역시 부산진구 부전동 514-8,1,051-714-5279,초밥/스시,부암역 1번 출구에서574m,4.65,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190623062921_menu1_Wk7fhs1AkMJZ.jpg,31
92,홍콩반점0410 서면점,,매일오전 11시 30분 - 오후 10시,35.1551384,129.0612616,부산광역시 부산진구 부전동 175 109호,1,070-8818-0410,중식,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/55201/50462/55201_50462_89_0_3993_20141125184152484.jpg,0
93,면앤면추억의가락국수,,,35.1170576,129.0436878,부산광역시 동구 초량동 1187-1,1,070-7092-7137,한식,초량역 4번 출구에서522m,4.2,,48
94,장미정,,,35.1641795,128.9849233,부산광역시 사상구 괘법동 536-2,1,051-311-2733,한식,사상역 6번 출구에서104m,4.5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20220108110803_photo1_f015078bd63b.jpg,10
95,남포식육식당,,"월-금,토오전 11시 - 오후 10시|휴무일매주 일요일",35.0992933,129.0239845,부산광역시 서구 토성동1가 25-1,1,,한식,자갈치역 1번 출구에서341m,3.5,,4
96,심야술집,,,35.1566385,129.0603075,부산광역시 부산진구 부전동 168-129,1,,술집,서면역 6번 출구에서112m,5,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200119030753_photo1_e664af45f59e.jpg,1
97,삼겹파티 가야점,,,35.1561537,129.0429555,부산광역시 부산진구 가야동 19-1,1,051-897-4523,고기,가야역 2번 출구에서12m,4.8,,10
98,밀양국밥,,매일오전 8시 30분 - 오전 2시,35.1637893,128.9843511,부산광역시 사상구 괘법동 535-15,1,051-311-1270,한식,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/53740/53123/53740_53123_83_2_9418_20144172232026.jpg,0
99,서울깍두기,,매일24시간 영업,35.162115,128.9810698,부산광역시 사상구 괘법동 564-3,1,051-977-3497,한식,사상역 3번 출구에서386m,4.32,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52992/59702/52992_59702_89_0_7234_201881525646614.jpg,33
100,스타벅스 서면엠디엠타워점,,월-금오전 7시 - 오후 7시|토/일오전 10시 - 오후 6시,35.1497345,129.0587945,부산광역시 부산진구 범천동 863-1,1,1522-3232,카페,범내골역 7번 출구에서199m,4.75,,4
101,웅복,,"월-금,토오전 11시 30분 - 오후 9시 30분|쉬는시간 매주 월-금,토오후 3시 - 오후 5시|휴무일매주 일요일",35.1306654,129.0478213,부산광역시 동구 좌천동 692-18,1,051-632-2019,회,부산진역 7번 출구에서395m,4.6,,15
102,투썸플레이스,,매일오전 9시 - 오후 10시 30분,35.0823145,128.9739792,부산광역시 사하구 장림동 198-1,1,051-262-5061,카페,장림역 3번 출구에서323m,4.59,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211222034509436_photo_c58c7d661ca5.jpg,76
103,파티넥스트도어,,,35.1548469,129.0610931,부산광역시 부산진구 부전동 172-4,1,,술집,서면역 2번 출구에서345m,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/53045/57958/53045_57958_80_0_6837_201862753225.jpg,0
104,고향집,,"월-금,토오전 11시 - 오후 9시|휴무일매주 일요일",35.0995249,129.0193907,부산광역시 서구 아미동1가 21-8,1,051-255-2314,찜,토성역 8번 출구에서49m,2.5,,1
105,서울부대찌개,,,35.1702679,129.1324643,부산광역시 해운대구 우동 1498,1,051-741-4455,한식,센텀시티역 2번 출구에서150m,4.49,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52104/53699/52104_53699_86_0_7153_20161122143035466.jpg,43
106,새우까는집,,"월,수,목,금오후 4시 - 자정 12시|화,토/일오후 3시 - 오후 11시 59분",35.1106635,129.017997,부산광역시 서구 동대신동2가 380-3,1,051-231-0006,해물,동대신역 5번 출구에서44m,4.57,,29
107,수안뚝배기순두부,,,35.1996963,129.0839771,부산광역시 동래구 수안동 9-35,1,051-556-3578,한식,수안역 4번 출구에서223m,4.36,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211007122651_photo1_d866ef883f79.jpg,29
108,열혈떡볶이 서면점,,매일오전 11시 30분 - 오전 2시,35.1600008,129.0537897,부산광역시 부산진구 부전동 414-7,1,,분식,서면역 9번 출구에서520m,0,,0
109,고촌보쌈돼지국밥,,,35.205834,129.0790036,부산광역시 동래구 명륜동 533-98,1,051-555-4955,한식,동래역 4번 출구에서32m,4.51,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210719034722_photo1_9e1675a489d9.jpg,38
110,1인 육회&육개장 청송한우,,,35.1672861,129.1182001,부산광역시 수영구 민락동 129-3,1,051-755-1724,회,수영역 5번 출구에서262m,0,,0
111,규봉카레,,"월-금,토오전 11시 - 오후 8시 30분|휴무일매주 일요일",35.1301985,129.0498078,부산광역시 동구 수정동 229-6,1,070-4411-9765,일식,부산진역 7번 출구에서228m,4.69,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57944/56086/57944_56086_86_5_3181_201491231524847.jpg,65
112,인정국물떡볶이,,매일오전 11시 - 오전 1시                                            (연중무휴),35.1476365,129.0333704,부산광역시 부산진구 가야동 459-19,1,051-897-5407,분식,동의대역 5번 출구에서727m,4.71,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190902003200_photo0_CElUSsCcaFyo.jpg,7
113,월강,,"월-금,토오전 11시 30분 - 오후 10시|쉬는시간 매주 월-금,토오후 2시 - 오후 5시|휴무일매주 일요일",35.1513908,129.0575111,부산광역시 부산진구 부전동 533-10,1,051-806-2500,초밥/스시,,0,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/54587/59242/54587_59242_73_0_549_20161115149472.jpg,0
114,프라하993,,매일오전 11시 - 오후 10시,35.1768628,129.1145382,부산광역시 수영구 망미동 493,1,051-757-2703,술집,망미역 2번 출구에서1013m,4.17,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211001093949_photo2_e8d56fb9015e.jpg,79
115,이모밥집,,,35.213416,129.0183841,부산광역시 북구 덕천동 375-9,1,051-335-0722,분식,숙등역 2번 출구에서426m,3.95,,11
