place_id,name,info,opentime,lat,lng,address,category,phone,label,station,average_score,thumbnail,score_count,theme_keyword
12156,한성1918 부산생활문화센터,중앙동 원도심 골목길을 걷다가 만나게 되는 한성1918은 한성은행 부산지점으로 1918년에 설립되어 40여 년간 은행업무를 보던 곳이었다. 근대 부산의 부흥기를 함께한 대표적인 금융권 건물이다. 구조보강 과정을 거쳐 2018년 4월 한성1918-부산생활문화센터로 새롭게 탄생하였다. 한성1918은 누구나 참여 가능한 생활문화 활동을 지원하는 복합공간으로서의 역할을 하고 있으며 길을 걷다 우연히 들러 책 한 권 읽는 여유를 즐길 수 있는 장소이기도 하다.,주말,35.10178,129.03444,부산광역시 중구 백산길 13,0,051-257-8038,즐길거리,중앙역 1번 출구에서210m,5,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225150936833_ttiel,2,"['카페', '박물관', '나들이', '조용한', '전시회']"
12157,조선통신사역사관,조선통신사역사관은 한?일 양국의 평화를 위해 조선에서 일본으로 파견된 대규모 국가사절단인 조선통신사의 행적을 재미있게 알려주는 탐방 공간이다. 이와 더불어 매년 5월 광복로 일원에서는 한?일 양국이 참가하는 통신사 행렬 재현 조선통신사축제가 열린다.,"매주 월요일, 1월1일",35.135754,129.06203,부산광역시 동구 자성로99,0,051-631-0858,역사박물관,,3.75,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225151358656_ttiel,4,"['재미있는', '공원', '시장', '성곽', '박물관', '유적지', '나들이', '휴식']"
12158,부산해양자연사박물관,"바닷속 신비함을 만날 수 있는 부산해양자연사박물관은 살아있는 해양의 보고다. 국제적으로 희귀한 자연사 자료 25,000여 점을 수집?전시하고 있다. 호기심 가득한 어린이들을 위한 최고의 체험관.","매주 월요일, 1월 1일",35.22178,129.07591,부산광역시 동래구 우장춘로 175,0,051-553-4944,박물관,온천장역 1번 출구에서1479m,4.12,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225151830289_ttiel,13,"['조그마한', '재미있는', '화려한', '편안한', '닥터피쉬', '공원', '고래', '박물관', '아쿠아리움', '나들이', '비오는날', '데이트', '체험관', '휴식']"
12159,부산근대역사관,"대한민국의 아픈 역사 일제강점기. 일본의 대륙 침략을 위한 교두보였던 부산은 지금도 일본이 남긴 아픔의 흔적을 고스란히 간직하고 있다. 부산근대역사관은 파란만장했던 근대 부산의 역사를 간직한 채, 치열했던 그 시절을 잊어버리지 말라 한다.
근대화 시기의 부산 역사에 대해선 잘 기억하지 못해도 동양척식주식회사는 익숙하다. 일본이 부산을 손아귀에 넣고자 1929년에 설립한 회사가 동양척식주식회사이며, 현재의 부산근대역사관이 있는 건물이다. 해방 후에는 미국이 미문화원으로 50년 동안 무단으로 사용하다가 부산 시민의 끈질긴 요구 끝에 한국에 반환한, 정말 사연 많은 건물이다.

** 부산근대역사관은 리모델링으로 인해 2022년 6월까지 휴관합니다. ","1월 1일, 매주 월요일",35.10266,129.03114,부산 중구 대청로 104,0,051-253-3845,역사박물관,중앙역 5번 출구에서449m,4.8,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225152803689_ttiel,10,"['엔틱한', '재미있는', '웅장한', '옛모습', '깨끗한', '공원', '시장', '온천', '박물관', '책방골목', '체험관', '나들이', '데이트', '유물', '기차여행']"
12160,보수동책방골목,"시간을 되돌아가는 길
마음에 책갈피 하나를 꽂다, 보수동책방골목
갈수록 바빠지는 삶. ‘빨리 빨리’를 좇다 보면 가끔은 모든 것을 내려놓고 잠시 쉬고 싶을 때가 있다. 그럴 때 가던 걸음을 멈추고 한숨 돌리기 좋은 곳, 보수동책방골목으로 가보자!
부산 중구 보수동에 위치한 보수동책방골목은 한국전쟁 당시 부산이 임시수도가 되었을 때 조성된 곳이다. 이북에서 피난 온 어느 부부가 박스를 깔고 각종 잡지와 헌책 등으로 노점을 열면서 그 역사가 시작되었다. 종전 후 부산으로 온 많은 피란민들이 국제시장에 정착하여 힘든 삶을 살던 시절, 학생들과 지식인들은 공부를 하고 싶어도 책을 구하기 어려웠다. 때문에 노점의 헌책방은 성황을 이루었고 차츰 다른 피란민들이 가세하여 하나둘 서점이 늘어난 것이 지금의 책방골목이 되었다.","정기휴일(첫째,셋째주 화요일,신정,구정,추석)",35.103367,129.02663,부산광역시 중구 책방골목길 16,0,051-253-8253,즐길거리,,3.91,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225154726785_ttiel,33,"['골목', '책방골목', '나들이', '핫플레이스', '사진']"
12161,임시수도기념관,"1950년 6월 25일, 민족 최대의 비극 한국전쟁이 일어난 직후 대통령을 비롯한 정부 기관들이 부산으로 옮겨졌고 부산은 임시수도가 되었다. 이때 경남 도지사 관사를 대통령 관저로 사용하게 된 것이, 오늘날까지 부산의 역사를 담은 기념물로 이어져오고 있다.
현재의 임시수도기념관은 대통령 관저 건물과 전시관으로 나누어진다.
대통령 관저 내부에는 응접실, 서재, 집무실 등을 그대로 재현하였다. 당시 응접실은 실질적으로 국내 정치의 중요 결정과 대외적 외교업무가 이루어진 공간이었고, 흔치 않은 서양식 구조로 되어 있는 점으로 미루어 피란수도 시절 중요한 역할을 담당했음을 알 수 있다.
** 코로나19의 여파로 임시수도기념관은 이용제한이 있을 수 있으니 사전에 홈페이지 안내사항을 꼭 확인해 주세요.","1월 1일, 매주 월요일",35.103527,129.01735,부산광역시 서구 임시수도기념로 45,0,051-244-6345,역사박물관,토성역 2번 출구에서385m,4.05,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225160342484_ttiel,10,"['재미있는', '고즈넉한', '화려한', '소박한', '옛모습', '공원', '시장', '박물관', '다방', '밀면', '나들이', '경치', '유물', '숨은', '휴식']"
12162,동아대학교 석당박물관,"등록문화재 41호, 부산 임시수도정부청사, 대한민국 3대 대학박물관. 
하나의 건물을 일컫는 세 가지 이름, 동아대학교 석당박물관이 그 주인공이다.
임시정부청사와 부산지방검찰청으로 사용된 건물을 동아대학교에서 매입해 현재의 석당박물관을 개관하였다. 근대문화유산의 역사적 가치를 인정받아 2002년 등록문화재 41호로 지정되었다.

** 코로나19의 여파로 동아대석당박물관은 이용제한이 있을 수 있으니 사전에 홈페이지 안내사항을 꼭 확인해 주세요.
","매주 월요일, 개교기념일, 법정공휴일",35.10497,129.01926,부산광역시 서구 구덕로 225,0,051-200-8493,박물관,토성역 2번 출구에서333m,4.6,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225160959194_ttiel,10,"['재미있는', '이국적', '미술관', '체험학습', '박물관', '공연', '도시락', '기념일', '유물', '휴식']"
12163,국립일제강제동원역사관,"중일전쟁 발발 후 국가총동원법을 제정한 일본은 조선인들을 강제 동원하여 노동착취 및 인권을 유린했다. 탄광 노무자, 군인, 여자근로정신대라는 이름으로 일본, 만주 등지로 끌려간 조선인들은 혹독한 굶주림과 노역에 시달려야만 했다. 잊으려야 잊을 수 없는 가슴 아픈 역사, 국립일제강제동원역사관에서 함께 기억하고 널리 알리자.

** 코로나19의 여파로 국립일제강제동원역사관은 이용제한이 있을 수 있으니 사전에 홈페이지 안내사항을 꼭 확인해 주세요.
","매주 월요일, 1월 1일, 명절 당일",35.124355,129.09192,부산광역시 남구 홍곡로320번길 100,0,051-629-8600,역사박물관,,4.52,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225162953256_ttiel,29,"['공원', '박물관', '콘서트', '공연', '나들이', '유물', '휴식']"
12164,부산박물관,"‘부산’이라는 이름의 박물관.
그만큼 부산을 대표하는 박물관이자 대한민국의 역사를 담고 있는 곳이다.
1978년 11월에 개관한 ‘부산박물관’은 부산시민의 휴식처이자 구석기 유물부터 고려시대, 조선시대를 거쳐 근현대에 이르기까지 부산의 역사를 한 번에 아우르는 방대한 규모의 전시관이다.
상설전시실은 크게 동래관과 부산관으로 나누어진다.","매주 월요일, 1월 1일",35.12957,129.09451,부산광역시 남구 유엔평화로 63,0,051-610-7111 ,박물관,대연역 3번 출구에서628m,4.4,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225163741459_ttiel,10,"['화려한', '옛모습', '공원', '뽈찜', '유적지', '박물관', '도서관', '나들이', '데이트', '힐링', '유물', '체험관']"
12165,"유엔기념공원, 유엔평화기념관","6월 호국보훈의 달이면 꽃들이 이곳으로 모여든다.
그 꽃은 한국전쟁 전사자들을 기억하는 꽃이자, 전쟁 없는 평화를 염원하는 마음이다.
처음에는 한국전쟁 참전 21개국 11,000위가 봉안되어 있었으나 이후 신원 확인 영령들이 고국으로 돌아가고 현재는 터키, 영국 등 11개국 2,300여 유해가 안장되어 있다. 
묘역은 전사자 매장을 위해 유엔군 사령부가 조성하였고, 전국에 가매장 되었던 전몰장병들의 유해를 옮겨와 안장하였다. 대한민국은 먼 타국에서 목숨을 잃은 유엔군의 희생에 보답코자 공원을 유엔에 기증하였다.

‘턴투워드부산’, 11월 11일 오전 11시 사이렌이 울리면 세계는 유엔기념공원을 향한다. 
한국전쟁 참전용사들의 숭고한 희생정신을 잊지 않기 위해서다.


","유엔기념공원 연중무휴
유엔평화기념관 매주 월요일",35.1277,129.09775,"유엔기념공원 부산광역시 남구 유엔평화로 93 
유엔평화기념관 부산광역시 남구 홍곡로320번길 106",0,"유엔기념공원 051-625-0625
유엔평화기념관 051-901-1400",공원,,0,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225164342360_ttiel,0,"['공원', '전망대', '박물관', '트릭아트', '유물']"
12166,"유엔기념공원, 유엔평화기념관","1950년 6월 25일 한국전쟁이 발발하자 위기의 대한민국을 구하기 위해 국제사회는 유엔의 이름으로 연합군 파병을 결의합니다. 미국, 영국, 터키 등 총 22개국에서 195만여 명이 참전하였고, 40,896명의 유엔군 희생자가 발생하였습니다. 현재 부산 유엔기념공원에는 고귀한 생명을 바친 11개국 2,300여 유엔군전몰장병들이 잠들어 있다고 합니다. 상징구역에는 한국전쟁에 참전한 22개국과 대한민국 국기, 유엔기가 365일 게양되어 있습니다.","유엔기념공원 연중무휴
유엔평화기념관 매주 월요일, 1월 1일, 명절 당일",35.127785,129.09766,"유엔기념공원 부산광역시 남구 유엔평화로 93
유엔평화기념관 부산광역시 남구 홍곡로320번길 106",0,051-625-0625,공원,,0,https://www.visitbusan.net/uploadImgs/files/cntnts/20201106141515814_ttiel,0,"['공원', '전망대', '박물관', '트릭아트', '유물']"
12167,오륙도,"
동해와 남해가 만나는 에메랄드 빛 바다. 눈부시게 푸른 양탄자 위 5개의 섬, 때로는 6개의 섬.
오륙도 앞바다는 방문객들의 마음을 설레게 하기에 부족함이 없다.

부산에 속한 다양한 섬들 가운데서도 아름답기로 손꼽히는 오륙도는 남구 용호동에 속한 바위섬이다. 8천만 년 전, 화산활동으로 만들어진 암석이라는 지질학적 가치를 인정받아 부산국가지질공원으로 지정되었다. 더불어 보호대상 해양생물이 살고 있는 해양보호구역이자 국가지정문화재이기도 하다.",연중무휴,35.102177,129.12334,부산광역시 남구 오륙도로 137,0,051-607-6395,섬,,4.85,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225164921130_ttiel,20,"['웅장한', '공원', '유람선', '전망대', '해안산책로', '일출', '경치', '데이트', '드라이브', '휴식', '신선한']"
12168,신선대,"바위에 남은 신선의 발자국. 
신선이 탄 백마의 발자취.

하늘로 올라가던 신선이 쓰고 있던 탕건이 벗겨져 내려앉았다는 탕건바위까지. 전설마저 아름다운 이곳, 신선대이다.
신선대 바닷가의 절벽은 화강암질로 된 해안이 파도의 침식을 받아 발달된 해식절벽과 해식동굴로 절경을 이루고 있으며, 신라 말 최치원이 신선이 되어 유람하였다고 전하기도 한다. 
신선대 유원지 주차장 옆 오솔길 따라 걸음을 옮겨보면 조금 전까지 도심 속에 있었다는 것이 믿어지지 않을 만큼 조용하고 고즈넉한 풍경이 여행자의 마음을 설레게 한다.",연중무휴,35.102272,129.10277,부산광역시 남구 신선대산복로 174,0,,섬,,0,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225165635368_ttiel,0,"['경치', '일몰', '부두', '조용한', '평화로운']"
12169,"송정해수욕장, 죽도공원","해운대를 지나 달맞이길 따라 돌아 내려오면 넓고 길게 펼쳐진 백사장이 보인다. 그곳이 바로 서퍼들이 사랑하는 바다, 송정해수욕장이다.
해운대, 광안리와 더불어 부산 동부의 3대 해수욕장으로 손꼽히는 송정해수욕장은 수심이 낮고 경사가 완만하여 가족단위 피서지로 인기가 높다.
최근 들어서는 사계절 내내 서퍼들이 몰려드는 서핑의 성지로 각광받고 있다. 동해와 남해가 맞닿아 있는 위치 덕분에 북풍과 남풍의 영향을 동시에 받는데, 이는 사시사철 높은 파도가 끊임없이 들어오는 좋은 조건을 만들어준다. 낮은 수심 덕분에 서핑 입문자들에게는 더 없이 좋은 장소이다. 해수욕장을 둘러싸고 다양한 서핑 숍이 성업 중이다. 서핑 숍에서는 초급부터 고급까지 단계적으로 배울 수 있다.",연중무휴,35.1786,129.19966,부산광역시 해운대구 송정해변로 62,0,051-749-5800,해변,,3.67,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225170315675_ttiel,3,"['이국적', '공원', '대나무', '해변', '일출', '산책', '나들이', '경치', '데이트', '드라이브', '휴식']"
12170,"아난티코브 타운, 이터널저니","최근 들어 호캉스라는 신조어가 생길 정도로 많은 호텔과 리조트는 그 자체로 여행의 목적지가 되기도 한다. 이러한 트렌드에 맞춰 지어진 대표적인 곳이, 바로 힐튼 부산의 ‘이터널저니’다. 언제나 그렇듯, 책은 휴식을 위한 가장 효과적인 수단이 되어 주니 말이다.
부산 기장군에 위치한 힐튼 호텔의 이터널저니(Eternal Journey)는 카페, 레스토랑 등이 위치한 아난티코브 타운 내에 위치해있다. 입구에 들어서는 순간 책의 가치에 대한 이터널저니의 남다른 관점을 알아챌 수 있다. 500평 규모 안에, 진열되어 있는 책만 해도 2만 권이 넘는데, 진열대의 구성도 일반적이지 않다. 일반 서점과 달리 베스트셀러, 신간 코너를 과감하게 뺀 것이 이색적이다.",연중무휴,35.197235,129.22784,부산광역시 기장군 기장읍 기장해안로 268-31 ,0,051-604-7222,즐길거리,,0,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225170855698_ttiel,0,"['서점', '느낌있는', '쾌적한', '분위기좋은', '분위기있는']"
