,title,user_id,rank,review,subway,theme_keyword
17,흰여울문화마을,149p63u,4.0,부산여행갔다가 아침에 혼자 들린 곳인데 여기 뷰 진짜 좋아요!! 근데 커피는 맛이없어요,,
18,흰여울문화마을,vffoil,4.0,크게 볼거리가 있는건 아닌데 바다가 가깝고 뷰가 좋음. 카페와 소품샵이 줄지어있어 둘러보는 재미가 있음. 포토존도 있으니 잘 찾아봐야함. 날이 흐려서 아쉬움.,,
19,흰여울문화마을,ua0v3f,5.0,"부산역에서도 가깝고 (버스, 택시 20분) 날좋으니 다 좋네요. 10월 초 인데도 낮엔 무척 더워요 계단 많으니 아래로 내려가실분들은 운동화 꼭 신으세요.",,
20,흰여울문화마을,11if1ko,5.0,아빠 사랑해요,,
21,흰여울문화마을,bee41r,4.0,한 번쯤은 가볼만 합니다.,,
22,흰여울문화마을,g1o49p,3.0,,,
23,흰여울문화마을,1co5gla,5.0,어디로 가야할지 모르고 방황하는데 주민분들이 길이랑 포토존도 알려주시고 사진도 찍어주셨어요ㅎㅎㅎㅎ너무 좋았습니다><,,
24,흰여울문화마을,13v23as,5.0,,,
25,흰여울문화마을,17bg3js,4.0,,,
26,흰여울문화마을,a4baaf,5.0,여름에 가시면 많이 덥습니다. 계단도 많구요. 음식점은 별로 없으나 오션뷰 카페들이 많습니다.,,
27,흰여울문화마을,t5h315,2.0,여름에는 절대가지마세요ㅜㅜ 너무 더워서 걸어다니기 힘드네요 여기는 아기자기한 카페는 좀 있는데 식당이 별로없네요ㅠ 여기보다는 국제시장이나 청사포전상대가 더 좋았어요~,,
28,흰여울문화마을,15qocgt,4.0,여름에 항상 갈때마다 덥다 무진장 덥다. 그 순간만큼은 우리나라에서 제일 더운 것 같다. 하지만 이뻐서 매번 찾게 되는 곳. 터널에서 사진찍기 좋음.,,
29,흰여울문화마을,14vl9k4,5.0,,,
30,흰여울문화마을,bes6dn,4.0,선글라스 필수. ,,
31,흰여울문화마을,14q7sjv,5.0,,,
32,흰여울문화마을,1hiui0v,4.0,,,
33,흰여울문화마을,f8uvlt,4.0,,,
34,흰여울문화마을,m8tit7,5.0,날씨 좋을 때 가니까 넘 좋았어요 주말보다는 평일에 가면 더 좋을 것 같아요!,,
35,흰여울문화마을,1c3nor4,5.0,일차선에 오르막길내리막길이라 뚜벅이시면 부산시티투어버스(월화휴무) 부산역 맨왼쪽 라마다호텔앞 현장 결제해서 타고 가세요 내리진않음 더워서ㅜ 버스타고 태종대투어 좋아요 ,,
36,흰여울문화마을,e4ir9j,5.0,아름다운 곳이에요 한번쯤은 가볼만한 곳,,
37,흰여울문화마을,17slvff,5.0,,,
38,흰여울문화마을,1bupl69,5.0,너무 예뻐요.. 덥지 않을 때 가면 정말 좋을 것 같아요~ 예쁜 카페들도 많고 바다는 역시 동해바다인가 싶을 정도로 좋고.. 기사님들도 친절하시고 조개집들도 성수기가 아니라 그런지 가격이 괜찮았던 것 같아요 ㅎㅎ,,
39,흰여울문화마을,p29df3,5.0,"저는 친구랑 날씨 좋은 날 방문했어서 행복한 시간 보냈어요! 위 쪽은 색감 이쁜 골목들이랑 (수는 좀 많이 적은)카페, 소품샵 있어서 구경할 수 있고 아래 해안쪽은 파랑파랑하니 이쁘고, 일몰도 너무 예뻤네요.  포토스팟으로 유명한 터널도 줄서야 되긴 하는데 다들 인생샷 건져주시려고 서로서로 찍어주기도 하고 빨리 비켜주려고도 하셨어요.ㅋㅋ 계단이 많아서 편한...",,
40,흰여울문화마을,1242pof,5.0,,,
41,흰여울문화마을,10qg598,5.0,,,
42,흰여울문화마을,mvnf3h,4.0,부산의 산토리니^^,,
43,흰여울문화마을,o2gpd9,5.0,,,
44,흰여울문화마을,18k196b,2.0,,,
45,흰여울문화마을,1410ts7,5.0,여유롭고 평화로운 분위기가 행복을 온몸으로 느끼게 해줍니다 꼭 방문하세요,,
46,흰여울문화마을,1fq0oe2,5.0,,,
47,흰여울문화마을,1a4iqga,5.0,,,
48,흰여울문화마을,la8r6h,5.0,멋있는 동네 ,,
49,흰여울문화마을,1g6c5hv,5.0,마을 너무 예쁘고 주민분들 친절하셔서 좋았어요. 잠깐 대화나눈것뿐인데 정들어서 가끔 생각나요,,
50,흰여울문화마을,1eim2qk,3.0,딱히 볼건 없지만 시원할때 걸으면서 바닷바람 맞기에 좋아요!! ,,
51,흰여울문화마을,92mj4g,2.0,고양이가 귀여운거 빼고 아무것도 없어요,,
52,흰여울문화마을,vhp53r,5.0,아주좋아요 버스타고 가기 추천,,
53,흰여울문화마을,10dd2gc,5.0,진짜 예쁘고 시원하고 볼거리도 많아요~~,,
54,흰여울문화마을,e2jsnb,3.0,"생각보다 코스가 짧고 크게 볼건 없어요 실제 주민분들은 이미 다 떠나신듯하고 관광객 대상 카페, 기념품샵들 뿐이라서 그냥 별로였어요",,
55,흰여울문화마을,lmmvkl,1.0,주차장도 거의 없고 먼곳에서 왔는데 보지도 못하고 갑니다 마을 광고 보다 편의 시설 부터 먼저 형성 하이소,,
56,흰여울문화마을,d9bsa3,5.0,,,
57,흰여울문화마을,n3ei2s,4.0,유명한 만큼은 볼게 많진 않았어요,,
58,흰여울문화마을,mundo8,5.0,부산 여행 중 제일 좋았어요   바다 산책로에서 위로 올라가서 본 골목길이 2년 전 갔던 크로아티아의 로비니를 생각나게 해서 괜히 뭉클했네요..   로비니 좁은 버전에 해방촌을 합쳐 놓은 느낌? 날씨는 부산 다른 곳 보다 더워요 블라우스 안에 히트텍 입었는데 쪄죽을 뻔 했어요 다음에 또 가고 싶습니다~,,
59,흰여울문화마을,udkeue,4.0,경치는 이쁜데 역시나 남쪽동네라 10월말에도 덥군요. 보통 여기의 가을은 11월 중순쯤 되야 하나 봅니다. 골목골목 그냥 돌아다니기 좋아요,,
60,흰여울문화마을,14ji2bc,5.0,해안가 산책로가 너무 좋아요 다시한번 찾고싶은장소입니다 쭈욱 걷다가 바다를 보면서 바위위에 걸터앉아 잔잔한 바다를보며 기분좋게 김밥을 먹었던 기억에  생각만해도 기분좋은 다시 찾고싶은 장소입니다,,
61,흰여울문화마을,l8kprt,5.0,더울때 가서 그렇게 즐기진못하였으나  가을이나 봄에가면 아주 경치를 즐기기에 좋을것 같습니다^^,,
62,흰여울문화마을,mukr45,4.0,힘들지만 이쁜 곳,,
63,흰여울문화마을,rhu1gf,5.0,해안가 근처를 산책하기에 너무 좋아요! 바다 근처라 뷰도 너무 예쁘고 시원하고 근처에 이쁜 카페도 정말 많아요!,,
64,흰여울문화마을,begcjb,5.0,,,
65,흰여울문화마을,mp78qo,5.0,,,
66,흰여울문화마을,ls0789,5.0,,,
67,흰여울문화마을,lv9qth,4.0,,,
68,흰여울문화마을,18rlu5a,5.0,너무 이쁘네요!!!,,
69,흰여울문화마을,e724g3,5.0,예쁜 곳,,
70,흰여울문화마을,10cgb7r,3.0,더운 여름에는 가지마시길♡  정말 땡칠이 됨 ㅜㅜ,,
71,흰여울문화마을,b6i2nm,5.0,,,
72,흰여울문화마을,12569uh,5.0,걷기 너무 조아~~,,
73,흰여울문화마을,19kq4am,5.0,Fun and not as busy as nearby Gamcheon Culture Village. Lots of cute cafes and colorful spots to take photos. #추천웰니스관광지 #wellnesskorea #wellnesstourismsupporters #한국관광공사 ,,
74,흰여울문화마을,8tkdhm,4.0,멋진 해안풍경을 좁다란 길을 따라가며 감상할 수 있다 골목마다 소소한 카페와 작은 가게들 날씨좋은 날엔 지중해같은 풍경을 느낄 수 있는 곳,,
75,흰여울문화마을,ceedpt,5.0,한적하고 깔끔한 동네. 바다구경 하기 좋다,,
76,흰여울문화마을,fsgu1v,3.0,소프트웨어 개발이 많이 미흡한 듯 ,,
77,흰여울문화마을,uptcll,4.0,"영도구 해안가 절벽 언덕 위에 벼랑 끝 절망이 절경으로 꽃피운 흰여울 문화마을. 아름다운 풍경을 지닌 ‘흰여울 문화마을’은 일제강점기와 한국전쟁을 거치면서 몰려든 피란민들이 역사적 아픔과 시간의 흔적을 고스란히 간직한, 소박하고 자연스레 산기슭을 오르며 판자촌을 형성하였다. 일자리를 얻기 쉬운 항구와 부산역에서 가까운 곳은 그나마 나은 편이고, 나중에 온 ...",,
78,흰여울문화마을,ll240t,5.0,뷰가 정말 좋아요~~ 중간에 구 변호인촬영지 현 안내센터가 있는데 거기 포토존 있으니 담아가세요~~,,
79,흰여울문화마을,e5t78u,5.0,내륙에 사시는분들 오시면 무조건 좋아하실듯.,,
80,흰여울문화마을,jss465,5.0,오전에 출발을 한다면 마을 입구에서 시작해서 쭉 둘러보고 되돌아오는 길은 해안산책로를 따라 와보세요! 갈 때 해안로로 갔다간.. 햇빛무한공격을 ㅠㅠ 바다와 어우러져서 마을이 너무 이뻤습니다!!,,
81,흰여울문화마을,vtgq00,1.0,여기 리뷰 보고갈걸... 1. 마을이 예쁘지않음 낡고 색조합이 어울리지 않는다 정말 허름한게 느껴짐 2. 바다가 넓어서 너무 눈이 부신다 야외 테라스에서 커피마시는데 눈이 너무 부서셔서 바다를 등져도 눈이 아팠음 3. 부산역이나 광안리 같은데서 좀 머니까 굳이 갈 필요를 못느끼겠음 4. 여길 정말 가고싶다면 해안가를 걷길 5. 그냥 느낌이 사람들이 다 밖에...,,
82,흰여울문화마을,n36lu4,4.0,,,
83,흰여울문화마을,o32059,4.0,바닷가 절벽에 조성된 피난민 마을 지금은 아름다운 명소가 되었습니다.,,
84,흰여울문화마을,v1njdj,1.0,아래 해안길이 더 좋아요. 여긴 괜히 갔어요ㅜ 여름엔 너무너무 덥네요. 부산 여행지 중 전 제일 별로였어요. 카페들도 사진들이랑 너무 다른 느낌이고 건물이 낡고 너무 오랜 느낌이라.. 그냥 카페는 해운대로 갑니다.,,
85,흰여울문화마을,106cc0p,3.0,감천마을보다는 약간 아쉬움,,
86,흰여울문화마을,muj6f8,5.0,부산여행중 용궁사 다음으로 멋졌음,,
87,흰여울문화마을,ff704n,5.0,,,
88,흰여울문화마을,10d498d,5.0,바다보며 걷고 커피나 차 한잔 너무 좋아요ㅎ,,
89,흰여울문화마을,9g1d7j,5.0,바닷바람이 시원하고 좋네유,,
90,흰여울문화마을,k4pia0,4.0,,,
91,흰여울문화마을,8uuu3n,5.0,한번쯤은 꼭 가볼만한 곳,,
92,흰여울문화마을,v1lg2c,4.0,사진찍고 데이트하는 산책 코스로 좋음 사람에 비해 뭘 먹을 덴 별로없음  그냥 가볍게 찍고 맛집 찾아가는 걸 추천 ,,
93,흰여울문화마을,kve59d,5.0,연인이랑 산책하기 최고인듯,,
94,흰여울문화마을,fkl3qm,4.0,,,
95,흰여울문화마을,bfgfa9,5.0,구석구석 돌아볼곳이 많아요!!,,
96,깡깡이 예술마을,1da8b42,5.0,,,
97,깡깡이 예술마을,tcu9pr,1.0,깡깡이 마을 추천해 주는 사람 심리 : 너도 당해봐라 ,,
98,깡깡이 예술마을,ls7b0n,2.0,"작정하고 사진 찍으로 오는 분들 아니라면, 많이 아쉬울 수 있는 공간... 서울 문래동의 부산 수리조선업 버전",,
99,깡깡이 예술마을,10b95a7,1.0,절대 오지 마셈. 눈만 버림,,
100,깡깡이 예술마을,k3onp0,1.0,진짜 볼꺼 없음,,
101,깡깡이 예술마을,1a05clb,3.0,기억을 더듬고 내삶의 이전의 시간들을 느낄수있어서 좋았습니다.,,
102,깡깡이 예술마을,rkp0p6,2.0,딱히 볼 건 없음,,
103,깡깡이 예술마을,fsgu1v,3.0,조선수리업을 보다 예술적으로 형상화하면 좋을 듯 합니다. 도금 업체들이 많아서 화학물 냄새가 심한 골목도 있습니다.주의하세요.전봇대 표지 올려봅니다,,
104,깡깡이 예술마을,99ha60,5.0,,,
105,깡깡이 예술마을,v1efm5,3.0,생각보다 볼게없지만 바람맞으며 걷기는 좋은 곳,,
106,깡깡이 예술마을,rup99k,1.0,뭐 볼게 없네요 ;;;;,,
107,깡깡이 예술마을,o32059,4.0,"조용하고 아련한 느낌을 주는 마을, 곳곳에 스며들어있는 예술작품을 찾으러 보물찾기를 하듯 살펴 돌아다닙니다.",,
108,국립해양박물관,e4gmav,2.0,친정이 영도에 있어서 자주 가는데.. 코로나로 아무리 음식 섭취에 예민하다 해도 20개월 아기 너무 배고파해서 한쪽 구석에서 요구르트 잠깐 줬더니 음식물 섭취는 수유실 기서 하라고..알겟다고 정리 했는데도 굳이 사람 민망하게 안내 방송까지 ㅡㅡ ..,,
109,국립해양박물관,ar6m5h,4.0,,,
110,국립해양박물관,7lk04m,5.0,,,
111,국립해양박물관,d4assj,5.0,무료에다 코로나로 인원제한하니 한적해서 넘 좋음~ 오랜만에 제대로된 박물관이었음... 강추!,,
112,국립해양박물관,udqre1,5.0,예약하고 관람할수있는데 아이가 너무좋아했어요~~,,
113,국립해양박물관,1i4h4hc,4.0,넓은데 안에 은근 볼게 없어요 날 맑으면 주변에 같이 볼 수 있어서 추천~ 근데 사람 없고 한적해서 좋았어요,,
114,국립해양박물관,1k4a7pk,5.0,,,
115,국립해양박물관,1bse1ug,2.0,ㅠㅇㅠ 코로나19 때문에 예약하고 가야됨 ㅠㅠ,,
116,국립해양박물관,ei95om,1.0,약간아쉬운곳,,
117,국립해양박물관,sk0vhl,5.0,,,
118,국립해양박물관,7kpo6b,5.0,,,
119,국립해양박물관,rkdku8,2.0,,,
120,국립해양박물관,bog3b2,5.0,애들과 둘러보기 좋은 곳.^^,,
121,국립해양박물관,qm4i36,3.0,,,
122,국립해양박물관,7kag90,3.0,,,
123,국립해양박물관,h453ln,5.0,애들 맘껏 뛰어놀 수 있는 공원도 잘되어있고 볼거리도 많고 특히 레스토랑~가게이름생각안나지만 직원들 무지 친절함ㅎ,,
124,국립해양박물관,eatrv5,5.0,,,
125,국립해양박물관,kc4i7s,5.0,볼만해요~~^^,,
126,국립해양박물관,10k323i,4.0,,,
127,태종대 유원지,bepshd,4.0,"좋네요 그냥 생각없이 영도 한바퀴 돌자~ 하고 가다가 마주해서 가보자해서 열차타고 들어갔네요. 배차시간이 피크타임 아니면 좀 뜨는거 좀 아쉬웠지만, 편하게 다닐수 있어서 좋았고 풍경은 매우매우 아름답습니다!!",,
128,태종대 유원지,10rgjpb,5.0,,,
129,태종대 유원지,bfctbb,4.0,,,
130,태종대 유원지,16kk2c1,4.0,Beautiful views ,,
131,태종대 유원지,n01oj2,1.0,볼거없고 노을도 안보이는 방향,,
132,태종대 유원지,7pkiu2,5.0,다누비열차로 다니니 편하고 굿!,,
133,태종대 유원지,1quihom,5.0,cold,,
134,태종대 유원지,7keifc,5.0,바다와 잘 어우러진 산책로와 전망대로 유명한 관광지입니다. 편하게 관광한다면 20분 간격으로 운행하는 열차를 이용하면 되고 표만 있으면 중간에도 탑승할 수 있습니다. 열차가 끊겨도 하산객들을 위해 저녁에도 셔틀버스가 운행합니다. 부산의 유명한 관광지 중 한 곳입니다.,,
135,태종대 유원지,1j0hf6c,5.0,,,
136,태종대 유원지,1et95mp,5.0,,,
137,태종대 유원지,7kt3g7,5.0,걷기 좋은 길. 덥지만 않다면 여유 있게 걷길 추천. 저녁쯤 걸으면 좋을 듯.,,
138,태종대 유원지,bfp5eo,5.0,,,
139,태종대 유원지,17snd2g,5.0,,,
140,태종대 유원지,18ld0m2,4.0,Nice views of the ocean.,,
141,태종대 유원지,bee41r,3.0,살짝 아쉬웠어요.,,
142,태종대 유원지,g1o49p,5.0,,,
143,태종대 유원지,11cr2jl,4.0,태종대 인기가 죽은건지 코로나 때문인지... 바다가 너무 이쁜데.. 아무리 오전에 갔다지만 극성수기인데도 사람이 너무 없어서 놀람. 태종대 우리가 빌린것같은 기분.... 뭐 여름에가면 더워서 땀범벅인건 어쩔수없긴함. 아 빠삭이가 진짜 너무 맛이없어서 별하나는뺌. 이렇게 맛없는 쥐포튀김은 처음봄 ,,
144,태종대 유원지,konu6k,5.0,날씨 좋은 날 가면 완전 멋집니다,,
145,태종대 유원지,voa1lv,3.0,20210723 여름휴가,,
146,태종대 유원지,7npu5j,5.0,날씨가 흐렷지만 태종사 수국도 예쁘고 좋아요,,
147,태종대 유원지,sn2uvg,5.0,수국이 예뻤어요~^-^,,
148,태종대 유원지,12qs26r,4.0,,,
149,태종대 유원지,gsdoko,4.0,태종사에서 출발지까지 걸어내려가도 가깝다길래 일부러 왕복끊고도 열차안탔는데 생각보다 멉니다. 타고내려오세요. 수국은 아직 다 안 폈음. 지금오면 실망함,,
150,태종대 유원지,edvas4,5.0,유람선 못탄게 아쉽...,,
151,태종대 유원지,13v0ol5,5.0,4년만에 간 태종대 가슴이 탁 트이는 느낌.,,
152,태종대 유원지,v9b7g2,5.0,제가 가본 부산 중 일부겠지만 가장 마음에 드네요~큰 자갈들이 바닷물에 쓸리는 소리가 인상깊고 작은 배들이 묶여있는곳도 신선했어요,,
153,태종대 유원지,10ccmbu,5.0,,,
154,태종대 유원지,1av8dqa,5.0,,,
155,태종대 유원지,12luivg,5.0,,,
156,태종대 유원지,aqv8bv,5.0,,,
157,태종대 유원지,f0vdkn,5.0,정말 걷기 좋은 곳입니다. 또 가고 싶어요,,
158,태종대 유원지,1gq7laq,5.0,최고예요 ,,
159,태종대 유원지,1a4iqga,5.0,,,
160,태종대 유원지,fkfake,3.0,,,
161,태종대 유원지,f0krhu,4.0,,,
162,태종대 유원지,d0p3da,3.0,두번째 방문 조용히 산책하기 좋아요 해녀촌 소라+굴 3만원 대부분 한접시에 3만원인듯요 순환열차 타고 다니다 중간중간 내려서 구경하는거 추천드립니다,,
163,태종대 유원지,17pqi7b,5.0,늦게 가서 다누비는 못 탔는데(정상에서 내려오는 게 6시 30분이 막차) 걸어서도 충분히 경치 이쁘게 감상 했음. 유람선도 있는데 이거는 각자 선택하면 될 듯 담에는 일찍 가서 다누비 타볼 예정. (10월 17일 기준으로 다누비 운영하고 있었습니다.),,
164,태종대 유원지,bg5arj,4.0,다누비열차 코로나19로 인해 운행 중단중입니다,,
165,태종대 유원지,1bn2o2u,5.0,,,
166,태종대 유원지,u6uq98,5.0,다누비열차 하는데 5시전에 와야하나봐요. 산책하기 너무 좋네요.,,
167,태종대 유원지,o6uvg6,5.0,여름휴가 재미있게 들렸다 갑니다 ㅎㅎ,,
168,태종대 유원지,r2svcl,5.0,,,
169,태종대 유원지,e1u7e4,3.0,오후6시 이후에는 자가용 출입이 가능 주차 유료,,
170,태종대 유원지,utpmlp,1.0,코로나 때문에  운임 저렴한 다누비 열차는 운행중지 ㅋㅋㅋ 유람선은 사람이 줄을 서고 ㅋㅋㅋ 장삿속이지 더럽다 더러워 퉤 퉤 퉤 미포에서 타는 유람선은 볼 거라도 있지 무슨 볼거리 하나 없더만,,
171,태종대 유원지,15tk0co,5.0,부산여행 처음가서 제일 만족하고 볼거리 많았던 장소입니다!! ,,
172,태종대 유원지,8tcrfm,5.0,,,
173,태종대 유원지,rkdku8,5.0,,,
174,태종대 유원지,158u9ok,5.0,ㅠ엉어ㅓㅇ,,
175,태종대 유원지,14tnpsb,5.0,,,
176,태종대 유원지,9vl8i1,4.0,,,
177,태종대 유원지,lcuc62,4.0,좋은 추억 만들고 왔네요 ,,
178,태종대 유원지,qq2caa,5.0,,,
179,태종대 유원지,10a73pc,3.0,,,
180,태종대 유원지,vtgq00,5.0,힘들지만 가는 보람이 있음 고양이 좋아하시는 분들 편의점 있는 곳이었나 고양이들 있는데 귀여움... ㅎ 바다 보고싶으면 꼭 오세요,,
181,태종대 유원지,o32059,5.0,,,
182,태종대 유원지,10a7u8i,5.0,,,
183,태종대 유원지,kenhip,3.0,예전과 너무나도 많이 바뀐 것이 아쉽네요  그래두 좋네요,,
184,태종대 유원지,frged3,5.0,태종대는 좋지만 주차장입구의 유람선 삐끼들말 믿지마시길. 다 거짓말. ,,
185,태종대 유원지,au1gkr,4.0,,,
186,태종대 유원지,8tkdhm,3.0,가슴이 뻥~~,,
187,태종대 유원지,momcir,5.0,,,
188,태종대 유원지,10iip8s,5.0,ᆞ,,
189,태종대 유원지,10cgb7r,5.0,"ℹ 부산하면 "" 해운대 "" "" 태종대 "" 가장 먼저 떠오르는 관광지일듯..  ✌ 1. 도보 코스( 약 2시간 소요 ) 주차장 - 전망대 - 등대 - 태종사 - 주차장  2. 다누비 열차( 주차장에서 5분여 걸어가면 탈 수 있다. 대인 왕복 3천냥 )  3. 유람선 관람 선착장에서 조도 부근( 한국 해양대 쪽 ) 왕복 코스( 대인 만냥 )  ⚠ 전망대. 등대...",,
190,태종대 유원지,bnstic,4.0,경치가 넘 좋아요,,
191,태종대 유원지,101enmo,3.0,,,
192,태종대 유원지,10k2j6v,4.0,갈 때 마다 산책하기 좋은,,
193,태종대 유원지,o5qr9s,4.0,"학창시절의 추억. 형중, 하명, 지식, 신원",,
194,태종대 유원지,bfnv4m,4.0,,,
195,태종대 유원지,7pefkb,4.0,경치가 너무 좋아요.,,
196,태종대 유원지,a5tlqh,4.0,태종대 관광안내도,,
197,태종대 유원지,10cl046,4.0,,,
198,태종대 유원지,g53lq2,5.0,좋아~♥,,
199,태종대 유원지,10l7t13,5.0,,,
200,태종대 유원지,7kp6ed,4.0,,,
201,죽성성당,14jfaoj,5.0,노을질때 최고예쁨,,
202,죽성성당,tn0k2t,5.0,,,
203,죽성성당,1jvq9li,3.0,,,
204,죽성성당,8ok9h3,4.0,조용한 평일 오후저녁무렵에 찾으시면 좋습니다. 근처에 이쁜 카페들 많고 해변가니 여러 먹거리들 찾아보는 재미도 있구요. 불어오는 바람 맞으면서 생각정리하기 좋은 아름다운 곳입니다.,,
205,죽성성당,r12c24,5.0,"딱히 볼 게 없다고 느낀 것은, 역시 남자 둘이서 갔기 때문이겠죠",,
206,죽성성당,1h2lqim,5.0,,,
207,죽성성당,c965h0,5.0,랜드마크샷 맛집 아침 일찍가서 여유있게 사진찍기 추천,,
208,죽성성당,ajik5f,3.0,풍경이 시원스럽고 좋지만 이곳 하나만을 위해서는 아니아니 아니되오~~,,
209,죽성성당,937it2,3.0,,,
210,죽성성당,rk3vav,5.0,코로나로 문닫아서 여기는 못갔지만 동네가 너무 마음에듦,,
211,죽성성당,7kmtjf,5.0,SBS드라마 드림 세트장 주진모 손담비 죽성성당 ,,
212,죽성성당,um1b0k,5.0,근처온다면 좋아요,,
213,죽성성당,144gm46,5.0,,,
214,죽성성당,1894lth,5.0,,,
215,죽성성당,17n0g7g,2.0,죽성성당이라고 불리는데 별로 볼것도 사진찍을것도 없고 바람만 많이불어서 서둘러 차로 돌아감,,
216,죽성성당,c8b5af,3.0,굳이 찾아 방문할 필요 없어보임 세트장으로 지은 성당도 코로나 때문에 들어가볼 수 없는 상태!,,
217,죽성성당,kguggf,1.0,,,
218,죽성성당,vv5q1c,3.0,마리아상이 없어졌나보네요 ㅜㅜ,,
219,죽성성당,qu7bh8,2.0,,,
220,죽성성당,7lo5s7,3.0,경치는 볼만하다. 연인들을 위한 곳.,,
221,죽성성당,n34iu2,4.0,사진찍기좋아요,,
222,죽성성당,etj5op,4.0,저녘노을 풍경이 아름다운곳!,,
223,죽성성당,7la6mt,1.0,참 웃기는 곳이네요.. 성당도 아님... 왜 인기가 있는지 궁금하네요 먼데 시간 아깝다는 기분,,
224,죽성성당,10hvf0i,3.0,죽성성당이 보이는 곳에서  낚시..,,
225,죽성성당,bkmq24,4.0,기장 ,,
226,죽성성당,7lqnno,3.0,,,
227,죽성성당,10k2j6v,3.0,View,,
228,죽성성당,10akla5,3.0,"아담하고 한적한 성당..  실제 성당은 아니지만, 바람쐬기 좋네 ~~",,
229,죽성성당,7l477d,3.0,,,
230,아홉산 숲,flu47h,5.0,매표소 직원분들이 살갑게 인사해주시고 짐도 맡아주셔서 가볍게 다녀왔어요 ㅎㅎ   편백숲 진짜 최고! 산림욕이 뭔지 이번에 경험했네요  완만한 길로 가다보면 대나무숲 나오는데 거기도 상쾌하구요  관리자분께서 대나무 종류도 설명해주시고 토끼밥 준비하시는 모습이 정다웠습니다  사람이 관리하는 숲이다 보니 중간중간 거름 냄새가 나요 ,,
231,아홉산 숲,fmtaiv,1.0,아홉산 숲 글씨체가 신영복체네  ,,
232,아홉산 숲,ap7dr6,5.0,,,
233,아홉산 숲,qoh3d9,5.0,부산여행 오면 꼭 들러야 하는 곳. 5000원 입장료 하나도 안 아까워요.  올라가는 길에 보니 시설 보수 공사를 하던데 다음엔 다른 계절에 방문해볼래요.,,
234,아홉산 숲,vvjrt1,5.0,남이 정성껏 가꾼 사유지 구경하면서 오천원 아깝다고 징징 거리는 사람들은 대체 뭔지 ㅋㅋㅋㅋ 오천원 아깝다는 생각은 1도 안들만큼 신선한 공기 마시면서 산책 잘 했습니다. 겨울에도 이정도로 아름다운데 봄이나 여름에는 얼마나 아름다울지 다음에 또 와보고 싶은곳 입니다. 해운대에서 쏘카 빌려서 왕복 40km정도 운전해서 다녀왔습니다. 추천드립니다~,,
235,아홉산 숲,f4f7ai,4.0,겨울보다 여름에 더 좋을것 같아요,,
236,아홉산 숲,1f6n2jq,1.0,걍  오천원은 사랑의열매에 기부하세요. 별을 등록해야 후기를 넣을  수 있네요.,,
237,아홉산 숲,14mobha,1.0,여기보다 억만배 더 좋은 울산태화강국가정원은 공짜던데 볼거도 없는데 뭐가 이렇게 비싼지,,
