,title,user_id,rank,review,subway,theme_keyword
12207,APEC나루공원,자유인4653,,여여여여여여영여여,,
12207,APEC나루공원,땡그랑한스푼,,굿,,
12207,APEC나루공원,dbw****,,좋아요,,
12207,APEC나루공원,poe****,,친절행,,
12207,APEC나루공원,촬스9,,좋아요,,
12207,APEC나루공원,도도447,,굿,,
12207,APEC나루공원,HHye,5,산책하기 너무 좋고 주차시설도 좋아요,,
12207,APEC나루공원,이경희8897,,굿,,
12207,APEC나루공원,그린5458,5,산책하기 좋아요,,
12207,APEC나루공원,단호박5624,,좋아요,,
12207,APEC나루공원,Sangsookgo,4,동백섬 산책하려고 갔어요. 분당 300원.,,
12207,APEC나루공원,Mr 짹슨,,자주가는곳 ㅎ,,
12207,APEC나루공원,act****,4,주차 맛집! 산책 굿굿,,
12207,APEC나루공원,KSYwc,,굿,,
12207,APEC나루공원,콩순이콩콩77,3,주차비 좀 내려주심 좋겠어요ㅠ,,
12207,APEC나루공원,yoe****,3,굳,,
12207,APEC나루공원,징미니,5,저렴하니 좋아요,,
12207,APEC나루공원,해삐4363,5,동백공원 주차장,,
12207,APEC나루공원,소영쓰69,2,"..,..,..",,
12207,APEC나루공원,hmthiem,,예뻐,,
12207,APEC나루공원,고구마2744,4,"첫 방문이네요!
APEC나루공원",,
12207,APEC나루공원,ONE7121,5,좋아요 ㅎㅎ,,
12207,APEC나루공원,뚜뚜4587,4,동백섬 산책하기 너무 좋아요,,
12207,APEC나루공원,yor****,5,공기좋고 좋네요,,
12207,APEC나루공원,아기아빠,2,친환경차량 결전 전 호출해서 할인필요,,
12207,APEC나루공원,도무스,3.5,굿,,
12207,APEC나루공원,스위트홈67,5,좋아요^^,,
12207,APEC나루공원,yottei,4.5,ㅡㅜ,,
12207,APEC나루공원,jy8852,4.5,산책하기 좋네요,,
12207,APEC나루공원,히마와리22,4,굿,,
12207,APEC나루공원,dodoys,5,굿 좋아요~,,
12207,APEC나루공원,idr****,5,굿,,
12207,APEC나루공원,sa****,5,좋아요~~~~~~,,
12207,APEC나루공원,pko0225,4.5,굿,,
12207,APEC나루공원,비니1343,5,굿,,
12207,APEC나루공원,무혼이,4,좋아요,,
12207,APEC나루공원,Cindyteacher,4,좋아요,,
12216,F1963,10dduqh,4,진입로가 약간 헷갈려요. 주차장에서 걸어들어갈때.,,
12216,F1963,f387bb,4,카페갔는데 넓고 커피맛도 좋음 중앙정원과 바같에 정원도 잘해놓음 서점과 전시관  볼것 즐길것이 많아서 좋았음 ,,
12216,F1963,cj2b50,5,달빛가든이 잘 되어있어서 정말 좋습니다.  잘 정돈된 자연을 느낄 수 있어요.  무료 전시도 볼 수 있고 서점과 카페 식당이 있어서 가족끼리 가도 좋은 공간이고 혼자 가도 좋아요. ,,
12216,F1963,cn8dji,5,,,
12216,F1963,10k2j6v,5,,,
12216,F1963,1061rhi,4,,,
12216,F1963,192rv12,4,<2021년 3월 평일 오전 방문> Upside: 완성도 높은 건축미. 높은 수준의 재료 활용. Downside: 살짝 아쉬운 감이 있는 Yes24.,,
12216,F1963,10t7vh6,4," Book & Exhibition, Etc.",,
12216,F1963,14grfcu,5,,,
12216,F1963,mudi3l,5,수영구에 있던 고려제강 공장을 리모델링하여 카페가 있는 복합문화시설로 탈바꿈 한 곳. 곳곳에 이곳이 공장이였다는것을 보여주듯 기계들역시 보존처리 되어있음. 기존 공장의 뼈대만 남기고 외장잴 바꾸어 채광성을 높혀 미적인 감각도 있다. 코스트코 바로 옆이기 때문에 쇼핑후 들르기도 좋다.,,
12216,F1963,raknaa,4,"서점과 카페, 앉아있기 좋은 외부공간은 시간을 보내기 좋은 조합같아요. 멋진분위기와 함께 이곳이 그런곳이네요.",,
12216,F1963,7mptf0,4,"커피.  당연히 좋고, 자유롭고 편안한 분위기도 좋고 예술책도 비치되어있어 혼자 시간보내기 좋은 곳으로 추천합니다. ",,
12216,F1963,109u2sc,5,,,
12216,F1963,sh1vo6,4,최곱니다,,
12216,F1963,cefdcj,4,,,
12216,F1963,ahk1p5,4,,,
12216,F1963,e4m3b7,5,,,
12216,F1963,boe8j6,4,커피랑 레몬 치즈케이크 너무 맛있어요~ 분위기도 좋고요~,,
12216,F1963,10hvf0i,5,,,
12216,F1963,1hhsmii,5,"코스트코옆에, 공장 개조해서 만든 문화시설.  우리가 간 날은 프로젝트아트부산을 볼 수 있었다. 도시의 소리도 좋았고, 테라로사 카페도 있어서 커피향도 좋고 커피마시며 여유부려도 좋을듯. 서점이 붙어있어 더 훌륭하다. 휴관하는 월요일은 피해서, 코스트코 휴점하는 일요일에 가야할듯",,
12216,F1963,16e4kvr,5,오랜 시간이 가는 줄도 모른다.,,
12216,F1963,rc48up,4,2016 부산비엔날레 전시관 11월 30일까지.. 기대이상의 꿀잼..,,
12257,KT&G상상마당 부산,ek9rqu,5,한층 전체를 차지하는 편집샵 볼만한게 많네요.  문구류도 예쁘고요. 시간 보내기 좋아요,,
12257,KT&G상상마당 부산,15h95gd,5,,,
12257,KT&G상상마당 부산,19l5qdp,5,스테이 넘 좋아요. 직원분들도 정말 친절하시구요. 깨끗한 공간입니다.  서로 배려하시는 분들 많이 오셨으면해요.,,
12257,KT&G상상마당 부산,157h9ov,5,스테이 이용했는데 너무너무너무 좋았어요! 부산의 거점문화시설이 되길!,,
12257,KT&G상상마당 부산,1cfvgj1,5,,,
12257,KT&G상상마당 부산,I AM 행운아,,유미의 세포 보러 왔어요!!!!♡♡,,
12257,KT&G상상마당 부산,슈린세스,,유미의 세포들 재밌게 보고 엽서 한 장 사갑니당,,
12257,KT&G상상마당 부산,내꿈은먹짱,,유미의세포들 부산전 너모 귀여워요>_<??,,
12257,KT&G상상마당 부산,신주영짱짱맨,,"예쁜게 많았어요. 키링, 엽서, 포스터, 파우치, 타투스티커, 쓰레기통 등등 ㅎㅎ 또 가고싶어요.",,
12257,KT&G상상마당 부산,ell****,,볼거리도 많고 숙소도 깨끗합니다. 넘 만족해요~,,
12257,KT&G상상마당 부산,ㅁㅌㄹ,,1층 카페엔 로봇서빙이  있어요,,
12257,KT&G상상마당 부산,원8325,,맨질맨질 가방이 오염물도 잘 닦이고 여닫이자석도 강하네요. 여러 소품 많아서 또 구경하고 사게될 것 같아요~,,
12257,KT&G상상마당 부산,원8325,,세수세포뱃지가 2개 나왔어요! 아쉽지만 귀여워요 ㅎㅎ,,
12257,KT&G상상마당 부산,이니달,,전시회 좋아요!,,
12257,KT&G상상마당 부산,돈까스 요정,,여행 중 그릭 요거트 사러 갔어요. 층고높고 이쁩니다.,,
12257,KT&G상상마당 부산,곰곰이9005,,"너무 귀여워요~
인형 종류 더 많았으면 좋겠어요",,
12257,KT&G상상마당 부산,솔직리뷰하는 지구탐험가,,스티커 문구류 가성비 좋아요!,,
12257,KT&G상상마당 부산,돈까스 요정,,깔끔하고 쾌적한 숙소,,
12257,KT&G상상마당 부산,효빈이꼬봉,,이쁘그릇들구매!넘 좋네,,
12257,KT&G상상마당 부산,뿌딩이친구,,서울전 끝났다고 하여 아쉬운 맘에 유미의 세포들 전시 부산전 갔는데 너무 좋았어요! 나의 프라임세포를 알려주는 코너가 가장 인상적이에요!,,
12257,KT&G상상마당 부산,체리마루27,,유미의 세포들 너무 귀여워요,,
12257,KT&G상상마당 부산,또또또또또또또또,,유미의 세포들 굿즈,,
12257,KT&G상상마당 부산,아롤롤롤로,,유미의 세포들 전시회 막차타고 기념품 쓸었어요! 완전 좋음 ㅠㅠㅠ,,
12257,KT&G상상마당 부산,현지니지니,,가깝기만 하면 또 오고싶네욬ㅋㅋ 시즌2 끝나고 또 다른 지역도 전시회 해주세용????,,
12257,KT&G상상마당 부산,히히352,,딸기스노우 딸기라떼는 별로였어요...,,
12257,KT&G상상마당 부산,호랑71,,윰세 전시 보고 엽서 구매. 바비분식 떡볶이 안 팜.... 인터넷으로 사먹자..,,
12257,KT&G상상마당 부산,민지899,,유미의 세포들 전시회 다녀오면서 방문했습니다! 귀여운거 좋아하시는 분들은 다녀오길 추천드립니다ㅎㅎ,,
12257,KT&G상상마당 부산,yz7,,처음 구경갔는데 귀여운 물건들 많더라구용,,
12257,KT&G상상마당 부산,아크40,,분위기가너무좋아요,,
12257,KT&G상상마당 부산,숲37,,아기자기한 소품들이 많아서 쇼핑하기 넘 죠챠냐,,
12257,KT&G상상마당 부산,Ekkkkkkkk,,귀여운거많아요,,
12257,KT&G상상마당 부산,크럼블,,놀러와서 윰세포 전시회도 보고 좋아요!!,,
12257,KT&G상상마당 부산,루라냐,,타지에서 왔는데 꼭 전시를 보지 않더라도 유미의 세포들 기념품들을 살 수 있어 좋았습니다 특히 우표스티커가 예뻤어요,,
12257,KT&G상상마당 부산,Dewey14,,,,
12257,KT&G상상마당 부산,숲37,,유미와 세포들 보고 쇼핑하기,,
12257,KT&G상상마당 부산,모리모찌,,크리스마스 선물??캔들,,
12257,KT&G상상마당 부산,좀고양이,,유미의세포들?,,
12257,KT&G상상마당 부산,Bomvie,,"유미세포 전시회 보고 여러 굿즈 샀는데 마음에 들어요! 스크래치엽서 두 개 중에 하나는 불량이라,,, 조금 슬펐습니다,,,ㅎㅎ",,
12257,KT&G상상마당 부산,Bell3178,,생각보다 굿즈 종류가 별로 없어서 아쉬웠어용 ㅠㅠ,,
12257,KT&G상상마당 부산,꽃구르미이,,우연히 구경갔다가 새해달력 득템??,,
12257,KT&G상상마당 부산,성화5,,,,
12257,KT&G상상마당 부산,반찬83,,예ㅃㅜ고 귀야워용,,
12257,KT&G상상마당 부산,티람57,,유미의 세포들 전시회 갔는데 웹툰 보다 만 독자가 가도 즐거운 전시예요. 친구들과 잘 놀다 갑니다!,,
12257,KT&G상상마당 부산,뱅골30,,윰세 좋아해서 잘 보고 왔어요 너무 귀엽네요,,
12257,KT&G상상마당 부산,원츄58,,,,
12257,KT&G상상마당 부산,즐건인생91,,디자인문구가 많네요~지갑이 그냥 열립니다,,
12257,KT&G상상마당 부산,먹이를찾는티벳여우,,유미의세포들 전시 귀엽고 재밌었어요:),,
12257,KT&G상상마당 부산,진바람,,새로운 물건이 너무 많아서 다음에 다시방문해야할듯,,
12257,KT&G상상마당 부산,나현4539,,좋아요! 볼 것도 많아서 시간 보내기도 최고임,,
12257,KT&G상상마당 부산,너귤이,,윰세포최고! 윰아 사랑해,,
12257,KT&G상상마당 부산,보루매,,구경거리도 많고 잘 되어있어요~~^^,,
12257,KT&G상상마당 부산,잔망뚠보woo,,에쁜데 비싸요,,
12257,KT&G상상마당 부산,돈까스 요정,,1일 1 그릭 요거트!,,
12257,KT&G상상마당 부산,닝링54,,넘 좋았어요 ! ??,,
12257,KT&G상상마당 부산,동글이6846,,유미의 세포들 부산전 잘 보고 왔어요!!,,
12257,KT&G상상마당 부산,hsb****,,유미의 세포들 전시회 재밌어요 ><,,
12257,KT&G상상마당 부산,진바람,,유미를 캐릭터 상품 좋아요,,
12257,KT&G상상마당 부산,리베2384,,,,
12257,KT&G상상마당 부산,배주연,,유미의 세포들 전시회 구성 넘 잘 해놨어요!!! 관람객 참여형 스팟도 많고 귀여운 캐릭터들도 많이 세워져있어요.,,
12257,KT&G상상마당 부산,프로필수정5111,,2층 소품샵 귀여운거 많음 근데 가격은 안귀오움,,
12257,KT&G상상마당 부산,엄하다엄선생,,아기자기하고 구경할만한 귀여운 것들이 많아요.,,
12257,KT&G상상마당 부산,티람57,,"전시회 티켓 들고가면 10% 할인해줍니다.
귀여운 스티커 많아요!",,
12257,KT&G상상마당 부산,빛카츄,,"아기자기하게 이쁘게 잘꾸며져 있고 아늑하고 편안한 느낌이 들고, 문화공간이란 타이틀답게 여러가지 체험할 수 있는것도 있어서 좋네요^^",,
12257,KT&G상상마당 부산,이날라다,,윰세포 얼릉 보러가세여,,
12257,KT&G상상마당 부산,모냥72,,잘 보고 갑니당,,
12257,KT&G상상마당 부산,엄하다엄선생,,아기자기한 것들이 많아서 좋음.,,
12257,KT&G상상마당 부산,땅콩2184,,너무 귀여웟지만 생각보다 작고 기념품 종류도 적어서아쉬웟어여 ㅠ,,
12257,KT&G상상마당 부산,gwkkkkkk,,바쁘신데도 친절하세요!!,,
12257,KT&G상상마당 부산,내가찐풍운,,재미있는 공간이었습니다,,
12257,KT&G상상마당 부산,하319,,귀여운 유미의세포들 전시회 잘 봤어요,,
12257,KT&G상상마당 부산,깐따삐아65,,굿즈금액은 좀 비싸지만 소장하고싶도록 귀엽긴해요,,
12257,KT&G상상마당 부산,수빈4146,,귀여운 것들이 많아요,,
12257,KT&G상상마당 부산,qor****,,2층 편집샵 여직원(집게핀 하고 계셨던 분)불친절했어요..,,
12257,KT&G상상마당 부산,seon30,,굿,,
12257,KT&G상상마당 부산,gwkkkkkk,,호랑이 엽서 귀엽네요 ㅎㅎ,,
12257,KT&G상상마당 부산,wjd****,,"굿굿 2021.12.23일 기준으로 하고있는 유미의
세포들 전시전 볼만해뇹",,
12257,KT&G상상마당 부산,sih918,,맘에 드는 물건 좋았어요,,
12257,KT&G상상마당 부산,shi****,,"정말정말 너무너무 행복했어요 ㅠㅠㅠ 유미의 세포
들 너무 좋아하는데 이런 전시를 볼 수 있게 해주셔서
감사합니다 ㅠㅠㅠ 상상마당 최고! 무빙건 최...",,
12257,KT&G상상마당 부산,앵지2934,,유미의 세포들 굿즈 이쁜게 많아요!,,
12257,KT&G상상마당 부산,pjw****,,너무  예쁘고 좋아요,,
12257,KT&G상상마당 부산,Bomvie,,볼 것도 살 만한 것도 많았어요!,,
12257,KT&G상상마당 부산,12032,,??,,
12257,KT&G상상마당 부산,귀요미581,,예쁜게 많아요,,
12257,KT&G상상마당 부산,juhe5,,상품들이 귀여워요!,,
12257,KT&G상상마당 부산,cjh****,,,,
12257,KT&G상상마당 부산,kuku9998,,귀여운게 너무 많있어요!ㅋ,,
12257,KT&G상상마당 부산,어년79,,"춥거나 더울때 상상마당에 들어가있음 돼요 
부산에 생겨서 좋아요",,
12257,KT&G상상마당 부산,슈퍼마미38,,아주 깔끔하고 친절하고 편해요~,,
12257,KT&G상상마당 부산,모리모찌,,유미의 세포들 기념품 :) 세수세포 귀엽,,
12257,KT&G상상마당 부산,경블리s,,좋아요,,
12257,KT&G상상마당 부산,GY7023,,볼게 많음 선물 사기 좋음,,
12257,KT&G상상마당 부산,땡구맘33,,귀여운거 많이 샀어요 좋아요,,
12257,KT&G상상마당 부산,나루나리링,,????,,
12257,KT&G상상마당 부산,좀고양이,,,,
12257,KT&G상상마당 부산,유쓰마일,,맛있네용,,
12257,KT&G상상마당 부산,gywls102,,인터넷보다 저렴하고 매장이 넓고 쾌적해서 좋아요,,
12257,KT&G상상마당 부산,SOONHO,,유미의세포들 보고왔어요,,
12257,KT&G상상마당 부산,블랙스완3645,,넓고 좋아요,,
12257,KT&G상상마당 부산,GY7023,,좋아요,,
12257,KT&G상상마당 부산,minkc,,유미의세포들,,
12257,KT&G상상마당 부산,uuu****,,굿굿 좋아요,,
12257,KT&G상상마당 부산,Bomvie,,"유미의세포전 관람 후 굿즈 사는 것은 충동구매지만,,, 그래도 소중했어요 ㅠ",,
12257,KT&G상상마당 부산,종민이는다혜꺼,,유먀유먀유먀,,
12257,KT&G상상마당 부산,고여사6,,아로마 향의 종류도 많고 구경 할것도 많았어요,,
12257,KT&G상상마당 부산,pur****,,좋아요,,
12257,KT&G상상마당 부산,샵7460,,스티커 귀여워,,
12257,KT&G상상마당 부산,고여사6,,"유미의 세포들 특별전  좋았어요
책도 구매하고 폰케이스도 맘에 들어요",,
12257,KT&G상상마당 부산,햅번3749,,긛,,
12257,KT&G상상마당 부산,hee6267,,"아메리카노 비싸고 맛 없음 
저렴한 원두 쓰나봐여",,
12257,KT&G상상마당 부산,min****,,굿,,
12257,KT&G상상마당 부산,항상신세지고있습니다,,팬시용품이 종류별로 여러곳에 분산되어 잇음.. 비싸요..,,
12257,KT&G상상마당 부산,토랑82,,진짜 이런 곳 부산 곳곳에 더생겼음 좋겠어요ㅠㅠㅜ문화공간 너무 좋아요,,
12257,KT&G상상마당 부산,수블린,,재구매템사러 갔어요~,,
12257,KT&G상상마당 부산,뚜뚜565,,좋아요~,,
12257,KT&G상상마당 부산,ell****,,좋아요,,
12257,KT&G상상마당 부산,대박맘54,,특이한게 많아요,,
12257,KT&G상상마당 부산,이쁜이488,,친절해요,,
12257,KT&G상상마당 부산,링가링가34,,관람 잘 했어요!,,
12257,KT&G상상마당 부산,빛이나는구슬같이,,굿,,
12257,KT&G상상마당 부산,samigina33,,귀엽고 예쁜 뮬건 많아요,,
12257,KT&G상상마당 부산,보통이99,,유미의세포들 음 생각보다 보통이였어요,,
12257,KT&G상상마당 부산,알란99,,유미의 세포들 전시회 보고 굿즈 구매!,,
12257,KT&G상상마당 부산,아라0,,귀여운 제품이 많았어요,,
12257,KT&G상상마당 부산,쳐리,,유미의 세포들 귀여운거 많아요,,
12257,KT&G상상마당 부산,댕댕8573,,좋아요,,
12194,가덕도,era946,1,으데옠 으데옠 우리가남이가,,
12194,가덕도,158vrhl,5,한국판 간사이공항으로 만들어야 합니다.,,
12194,가덕도,7kajea,5,김해공항보다 너무 멀지 않나요?,,
12194,가덕도,ueacfc,1,,,
12194,가덕도,1hkc1sj,5,가덕도공항 건설합시다!,,
12194,가덕도,7r9sm0,5,,,
12194,가덕도,1o86hpg,5,,,
12194,가덕도,1j2hiaf,1,,,
12194,가덕도,1k0lotk,5,좋은 섬이다,,
12194,가덕도,d0g99k,5,"최근에 가덕도 여행갔다 왔는데 지금 자연이 잘 보존되었으면 좋겠어요, 공항 들어서면 비행기 이착륙 소리에 여행도 힘들듯 무엇보다 주민들이 반대하는데 그 지역에 신공항 짓는건 안된다고 생각합니다. 저도 반대",,
12194,가덕도,ferjnp,1,세금낭비,,
12194,가덕도,12hm8v1,1,세금낭비,,
12194,가덕도,ei95om,1,개발을 정치적으로 이용하는 것은 좋지 안습니다. 민주당의 가덕도 공약은 과거 한나라당의 뉴타운토건삽질공약을 되풀이하는 것으로밖에 보이지 않습니다.,,
12194,가덕도,1ig77gu,5,장어밭,,
12194,가덕도,1iok1a3,1,가덕신공항반대,,
12194,가덕도,movckg,2,공항은 좋은데 세금먹는 하마로는 키우지 말길...,,
12194,가덕도,dceil6,1,https://news.naver.com/main/ranking/read.nhn?mode=LSD&mid=shm&sid1=001&oid=082&aid=0001084417&rankingType=RANKING 거가대교에 이은 두번째 가덕도의 세금낭비. 신공항.,,
12194,가덕도,ulat1k,5,가덕도 돈손해본다는 놈들아 김해공항이 위험해서 2002년에 중국항공 사고난이후로 외국항공사들 취항줄이고있고 중국항공사에서는 김해공항노선은 기장한테 생명수당까지 붙인다 그저 돈돈돈 돈이 안전보다 중요하냐 글고 애초에 4대강은 우리나라 강수심 외국보다 낮은편이라 애초에 되지도 않을꺼 이명박이 밀어붙인거다 비교할껄 비교해,,
12194,가덕도,vii8cg,5,,,
12194,가덕도,gl827t,1,오거돈 공항 땅투기,,
12194,가덕도,194sg5d,5,,,
12194,가덕도,g56fpj,4,"가덕도. ㅡ 국제선 1개만 건설, 군사 공항 이전 미 포함, 국내선은 기존 김해 공항에 유지  부산 신공항 건설 기준 7조   국토부 발표 ㅡ 국내선,국제선 포함 활주로 2개 건설 , 군사 공항 이전  28조   서울 방송및 메이저 언론들은 28조라고 떠들어서 언론 호도.   아마 대부분 대한민국 국민은 28조라고 알고있을듯.  일본 산케니,간사이 공항은 ...",,
12194,가덕도,tpvfse,1,뭐하냐?,,
12194,가덕도,7ns43c,1,대깨문들 득달같이 달려와서 명분만드누,,
12194,가덕도,7n0jr2,1,제2에 무안적자공항이 생기겠네 MB처럼 정권말기에 20조이상 사업을 밀어붙이다 몇년후 4대강 꼴 볼듯,,
12194,가덕도,15kchn0,5,기대 됩니다 부울경의 발전이,,
12194,가덕도,v6q9qh,1,코딱지 만한 나라에 놀고있는 공항이 몇개냐,,
12194,가덕도,r8udmb,1,포풀리즘의 전형 가덕신공항.,,
12194,가덕도,171g1hh,5,부산사는 청년입니다. 가덕도에 공항세우면 그로인한 환경피해는 누가 떠안을까요? 가덕도공항세운다고 난리피우는 어르신들이 아니라 청년들과 당신들 자식들이 기후위기의 피해를 볼겁니다. 저희는 그런 피해 이미 태어나서부터 많이 봐왔구요. 이제 더이상 자연파괴해가면서 “경제”를 위한 개발하고싶지 않습니다. 가덕도에 공항을 세우지 말아야 할 이유는 너무나 많은데 누군...,,
12194,가덕도,1g56l02,1,"가덕도 산신령: 인간들아 그만좀 괴롭혀라 나 힘들다,,가덕도 좀 그대로 내비두면 안되겄냐,,응? 내 부탁이다,,가덕도 공항 없다고 죽으니 사니 하멍 못살건 아니잖아,,근데 우리는 다 죽어,,새들도 나무들도 땅도 그리고 나도,,좀 봐주라,,",,
12194,가덕도,17ofce8,5,최고예요 ,,
12194,가덕도,bfhm5t,1,???:이래도 가덕이 안됩니까 빼애애애액 네 안됩니다 수고하세요,,
12194,가덕도,a6kdh2,1,"가까운 김해공항이 있는데  혈세 낭비, 자연 파괴하면서까지  가덕도 공항이 필요할까?  무안공항, 양양공항 꼴 난다.",,
12194,가덕도,qktmjh,5,"부산 신공항 대찬성! 김해공항 주위에 산이 많아서 항공기가 이착륙하는데 위험이 크고(실제 사고 사례 있음), 주변 주거지역과 가까워 24시간 가동이 불가능하기에 이전하려는 것임. 그저 수도권 밖이면 다 시골인줄 알고, 수도권 밖에 돈 쓰면 전부 세금 낭비, 포퓰리즘으로 몰아가는 수도권주의자들... 나도 수도권 주민이지만 정말 그러지 말자;;",,
12194,가덕도,lnohc5,2,"진짜 여기다 공항지으면 인천처럼 될 수 있다고 생각하는 건 아니지? 바로 옆에 김해국제공항 두고 이게 무슨 세금, 자원 낭비임. 인천도 N단계 공사를 거쳐서 계속 확장해가는 중인데, 김해를 그렇게 하면 될 것을. ㅉㅉㅉ. 여기다 추진되면 활주로 하나 만들어 놓고 장사 안되는 무안국제공항, 양양국제공항 꼴 나겠네.",,
12194,가덕도,fkfjau,5,가덕도 신공항 가즈아!!!!!!!!!!,,
12194,가덕도,160sbav,5,대구 인간들아.. 사촌이 땅을 사면 배아프다고.. 어디 놀부심보로 반대하냐.. 왜 남의 지자체에서 공항 짓는데 대구애들이 반대하는지 도데체 이해가 안되요..,,
12194,가덕도,9u89mq,5,국제공항 화이팅,,
12194,가덕도,7o07av,4,,,
12194,가덕도,10necg1,5,,,
12194,가덕도,7l477d,5,신공항은 가덕도,,
12194,가덕도,frbt4h,4,,,
12194,가덕도,ei95om,3,,,
12194,가덕도,192rv12,5,전망대/지양곡에서 올라오면 편함. 길이 넓고 잘 닦여 있다. 정상 근처는 잘 미끄러지는 흙길이라 조심. 경치는 굿,,
12194,가덕도,1426q2u,5,,,
12194,가덕도,n055ri,5,정상뷰는 최고네요,,
12194,가덕도,ucb3ub,5,"새로난 도로의 생태터널을 지나면 주차장이 있다. 그 곳에서 올라가면 굉장히 가파르고 힘들지만 50분 이내로 등반이 가능함. 거가대교와 거제, 부산 사하,강서를 한눈에 볼 수 있는곳. 부산신항에서 출발한 배를 보고있으면 마음도 느긋해진다.",,
12194,가덕도,u7vobt,5,,,
12194,가덕도,7l477d,5,,,
12194,가덕도,1nnc35r,4,진해 있으면서 가볍게 다녀왔어요. 주변 전망 임도따라 벚꽃이 참 좋아요 ,,
12194,가덕도,15dv6hk,5,부산 가덕도 연대봉이 임진왜란때 적을 제일 처음 본 곳이라고합니다 기가 넘치는 곳 추천합니다.,,
12209,감천문화마을,1k834ji,3,달동네로 유명한 그곳,,
12209,감천문화마을,17n0g7g,5,,,
12209,감천문화마을,k1f7s5,5,어린왕자가 유명한 이유가 있네,,
12209,감천문화마을,oan06n,5,"동네가 알록달록, 아기자기 너무 예쁨 입구에서 스탬프지도를 사서 스탬프 찍고 다니면 재미있음  다만 지도에 스탬프를 다찍으려면 너무 많이 다녀야 해서 약간 힘듦  마을 아래쪽에서 주차장과 마을 입구까진 너무 경사져서 돌아가는 길이 너무 지침 ",,
12209,감천문화마을,1h3esrq,5,많이 걸어야하지만 너무 예뻤어요 이런저런 가게들이 많아서 구경하기도 좋아요,,
12209,감천문화마을,15riao1,4,한번쯤 볼만한 곳이나  막상 할만한 것은 없음 친절한 지역민,,
12209,감천문화마을,al7vje,5,또 와야지~,,
12209,감천문화마을,1jvq9li,5,해질녘에 가니 연등에 불도 켜지고 진짜 예뻤어요,,
12209,감천문화마을,13euo0q,5,,,
12209,감천문화마을,mluiom,4,,,
12209,감천문화마을,bldlgm,2,정말 볼 게 없어요 ㅠ_ㅠ 이태원 골목이 훨씬 예뻐요 ㅠㅠ ,,
12209,감천문화마을,1lq8ub0,5,이쁜 산동네,,
